user_id,merchant_id,transaction_count,total_amount,avg_amount,max_amount,chargeback_count,failed_count,failure_rate,chargeback_rate,user_risk_score,merchant_risk_score,transaction_intensity,amount_intensity,chargeback_intensity,failure_intensity,relationship_risk_score,relationship_risk_band
USR10190,MCH4895,1,23371.0,23371.0,23371.0,0,1,1.0,0.0,59.39,19.87,0.500025,0.9404,0.0,1.0,49.51,MEDIUM
USR10190,MCH5597,1,8794.69,8794.69,8794.69,0,1,1.0,0.0,59.39,15.14,0.500025,0.41505,0.0,1.0,40.79,MEDIUM
USR10191,MCH5661,1,17880.97,17880.97,17880.97,1,0,0.0,1.0,33.61,12.8,0.500025,0.74425,1.0,0.0,57.1,HIGH
USR10193,MCH9375,1,4545.0,4545.0,4545.0,0,0,0.0,0.0,30.16,20.36,0.500025,0.2637,0.0,0.0,20.81,LOW
USR10195,MCH1412,1,6109.15,6109.15,6109.15,0,0,0.0,0.0,30.55,8.32,0.500025,0.3199,0.0,0.0,19.55,LOW
USR10196,MCH4153,1,19600.08,19600.08,19600.08,0,0,0.0,0.0,34.07,16.26,0.500025,0.8068,0.0,0.0,28.71,MEDIUM
USR10197,MCH6735,1,7997.26,7997.26,7997.26,0,0,0.0,0.0,31.02,12.91,0.500025,0.38505,0.0,0.0,21.41,LOW
USR10201,MCH1897,1,22603.66,22603.66,22603.66,0,0,0.0,0.0,44.87,9.07,0.500025,0.9135,0.0,0.0,30.38,MEDIUM
USR10207,MCH4636,1,13800.2,13800.2,13800.2,0,0,0.0,0.0,32.53,14.35,0.500025,0.5987,0.0,0.0,25.06,MEDIUM
USR10208,MCH2346,1,20901.14,20901.14,20901.14,0,0,0.0,0.0,34.41,9.18,0.500025,0.85295,0.0,0.0,28.18,MEDIUM
USR10226,MCH1277,1,21819.53,21819.53,21819.53,0,0,0.0,0.0,44.65,17.85,0.500025,0.88465,0.0,0.0,31.48,MEDIUM
USR10250,MCH7688,1,0.486188,0.486188,0.486188,0,0,0.0,0.0,28.86,2.2,0.500025,0.0778,0.0,0.0,14.62,LOW
USR10255,MCH6246,1,5747.66,5747.66,5747.66,0,0,0.0,0.0,30.46,8.73,0.500025,0.306,0.0,0.0,19.41,LOW
USR10259,MCH2840,1,0.214513,0.214513,0.214513,0,0,0.0,0.0,28.68,4.0,0.500025,0.05155,0.0,0.0,14.52,LOW
USR10261,MCH1485,1,3339.34,3339.34,3339.34,0,0,0.0,0.0,4.87,22.4,0.500025,0.22175,0.0,0.0,17.39,LOW
USR10264,MCH7016,1,12910.67,12910.67,12910.67,0,0,0.0,0.0,27.3,7.14,0.500025,0.56645,0.0,0.0,22.64,LOW
USR10270,MCH6735,1,8199.9,8199.9,8199.9,0,0,0.0,0.0,41.07,12.91,0.500025,0.39265,0.0,0.0,22.77,LOW
USR10273,MCH6512,1,22701.38,22701.38,22701.38,0,0,0.0,0.0,34.89,7.91,0.500025,0.91635,0.0,0.0,28.97,MEDIUM
USR10276,MCH8795,1,22378.55,22378.55,22378.55,0,0,0.0,0.0,44.81,11.44,0.500025,0.90555,0.0,0.0,30.67,MEDIUM
USR10279,MCH9877,1,22194.96,22194.96,22194.96,1,0,0.0,1.0,34.75,14.3,0.500025,0.8982,1.0,0.0,59.82,HIGH
USR10286,MCH6287,1,0.1226706,0.1226706,0.1226706,0,0,0.0,0.0,28.41,15.92,0.500025,0.01035,0.0,0.0,16.0,LOW
USR10288,MCH8939,1,11412.83,11412.83,11412.83,0,0,0.0,0.0,36.91,17.66,0.500025,0.5123,0.0,0.0,24.9,LOW
USR10294,MCH8976,1,23537.44,23537.44,23537.44,0,0,0.0,0.0,35.12,24.52,0.500025,0.9466,0.0,0.0,32.41,MEDIUM
USR10295,MCH7985,1,18552.46,18552.46,18552.46,0,0,0.0,0.0,33.79,12.39,0.500025,0.76905,0.0,0.0,27.42,MEDIUM
USR10301,MCH9934,1,23384.2,23384.2,23384.2,0,1,1.0,0.0,55.07,14.88,0.500025,0.9408,0.0,1.0,48.09,MEDIUM
USR10303,MCH2245,1,10374.25,10374.25,10374.25,0,0,0.0,0.0,31.63,7.67,0.500025,0.47315,0.0,0.0,21.87,LOW
USR10317,MCH6444,1,20149.58,20149.58,20149.58,1,0,0.0,1.0,9.21,4.42,0.500025,0.8262,1.0,0.0,53.79,HIGH
USR10322,MCH8055,1,408.48,408.48,408.48,0,0,0.0,0.0,29.12,2.45,0.500025,0.114,0.0,0.0,15.24,LOW
USR10325,MCH3948,1,0.747411,0.747411,0.747411,0,0,0.0,0.0,28.95,7.76,0.500025,0.0897,0.0,0.0,15.8,LOW
USR10326,MCH2326,1,8343.09,8343.09,8343.09,0,0,0.0,0.0,21.1,5.08,0.500025,0.39775,0.0,0.0,18.97,LOW
USR10330,MCH1129,1,24348.78,24348.78,24348.78,0,0,0.0,0.0,35.34,14.62,0.500025,0.976125,0.0,0.0,31.12,MEDIUM
USR10342,MCH8398,1,12275.27,12275.27,12275.27,0,0,0.0,0.0,17.13,28.06,0.500025,0.5422,0.0,0.0,24.74,LOW
USR10347,MCH5231,1,13643.61,13643.61,13643.61,0,0,0.0,0.0,22.49,9.62,0.500025,0.5926,0.0,0.0,22.87,LOW
USR10349,MCH1637,1,3044.34,3044.34,3044.34,0,0,0.0,0.0,4.79,3.0,0.500025,0.21135,0.0,0.0,13.77,LOW
USR10352,MCH2182,1,14199.97,14199.97,14199.97,0,0,0.0,0.0,38.68,6.95,0.500025,0.6122,0.0,0.0,24.71,LOW
USR10352,MCH3445,1,8799.23,8799.23,8799.23,0,0,0.0,0.0,38.68,10.21,0.500025,0.4152,0.0,0.0,22.33,LOW
USR10358,MCH3643,1,15541.47,15541.47,15541.47,0,0,0.0,0.0,36.7,17.76,0.500025,0.66015,0.0,0.0,27.11,MEDIUM
USR10358,MCH8900,1,0.453049,0.453049,0.453049,0,0,0.0,0.0,36.7,9.98,0.500025,0.07605,0.0,0.0,16.96,LOW
USR10363,MCH8130,1,5975.13,5975.13,5975.13,0,0,0.0,0.0,5.51,12.76,0.500025,0.3144,0.0,0.0,17.14,LOW
USR10364,MCH6125,1,10464.89,10464.89,10464.89,0,0,0.0,0.0,35.37,1.67,0.500025,0.47645,0.0,0.0,21.32,LOW
USR10364,MCH7982,1,0.1061421,0.1061421,0.1061421,0,0,0.0,0.0,35.37,31.17,0.500025,0.00295,0.0,0.0,19.48,LOW
USR10365,MCH1195,1,10346.98,10346.98,10346.98,1,0,0.0,1.0,31.63,15.61,0.500025,0.4724,1.0,0.0,53.28,HIGH
USR10366,MCH1062,1,7052.81,7052.81,7052.81,0,0,0.0,0.0,30.8,8.71,0.500025,0.3532,0.0,0.0,20.15,LOW
USR10369,MCH1005,1,8814.65,8814.65,8814.65,0,1,1.0,0.0,26.23,13.53,0.500025,0.41545,0.0,1.0,36.38,MEDIUM
USR10373,MCH8606,1,16722.14,16722.14,16722.14,0,1,1.0,0.0,53.29,22.36,0.500025,0.7013,0.0,1.0,45.61,MEDIUM
USR10378,MCH5670,1,14361.6,14361.6,14361.6,0,0,0.0,0.0,37.55,9.33,0.500025,0.61815,0.0,0.0,25.08,MEDIUM
USR10378,MCH7476,1,4358.52,4358.52,4358.52,0,0,0.0,0.0,37.55,13.57,0.500025,0.2578,0.0,0.0,20.43,LOW
USR10382,MCH6531,1,1117.86,1117.86,1117.86,0,0,0.0,0.0,4.3,10.39,0.500025,0.14015,0.0,0.0,13.96,LOW
USR10385,MCH6061,1,0.1040056,0.1040056,0.1040056,0,0,0.0,0.0,28.36,22.64,0.500025,0.0021,0.0,0.0,17.07,LOW
USR10391,MCH2155,1,21550.55,21550.55,21550.55,1,0,0.0,1.0,34.58,15.72,0.500025,0.8753,1.0,0.0,59.71,HIGH
USR10393,MCH6824,1,11108.38,11108.38,11108.38,0,0,0.0,0.0,21.84,9.97,0.500025,0.5012,0.0,0.0,21.48,LOW
USR10396,MCH7606,1,3323.03,3323.03,3323.03,0,0,0.0,0.0,29.86,12.61,0.500025,0.22135,0.0,0.0,18.75,LOW
USR10400,MCH2258,1,20025.46,20025.46,20025.46,0,0,0.0,0.0,39.43,13.67,0.500025,0.82125,0.0,0.0,29.13,MEDIUM
USR10400,MCH6778,1,14782.35,14782.35,14782.35,0,0,0.0,0.0,39.43,2.13,0.500025,0.6333,0.0,0.0,24.26,LOW
USR10402,MCH1041,1,1891.22,1891.22,1891.22,1,0,0.0,1.0,34.06,14.3,0.500025,0.1692,1.0,0.0,48.8,MEDIUM
USR10402,MCH1519,1,3402.29,3402.29,3402.29,0,0,0.0,0.0,34.06,4.68,0.500025,0.2238,0.0,0.0,17.9,LOW
USR10411,MCH9623,1,0.1637664,0.1637664,0.1637664,0,0,0.0,0.0,38.54,13.57,0.500025,0.0307,0.0,0.0,17.15,LOW
USR10415,MCH1424,1,20519.2,20519.2,20519.2,0,0,0.0,0.0,34.31,13.43,0.500025,0.83905,0.0,0.0,28.72,MEDIUM
USR10421,MCH3852,1,11190.02,11190.02,11190.02,0,0,0.0,0.0,31.85,7.06,0.500025,0.50345,0.0,0.0,22.24,LOW
USR10422,MCH1782,1,21578.95,21578.95,21578.95,0,0,0.0,0.0,34.59,9.64,0.500025,0.8766,0.0,0.0,28.64,MEDIUM
USR10428,MCH6133,1,23216.48,23216.48,23216.48,0,0,0.0,0.0,35.02,18.46,0.500025,0.9339,0.0,0.0,31.13,MEDIUM
USR10435,MCH5412,1,23559.16,23559.16,23559.16,0,0,0.0,0.0,35.12,22.89,0.500025,0.94725,0.0,0.0,32.13,MEDIUM
USR10436,MCH6944,1,18953.43,18953.43,18953.43,0,0,0.0,0.0,8.9,9.72,0.500025,0.78355,0.0,0.0,24.06,LOW
USR10437,MCH2642,1,13307.52,13307.52,13307.52,0,0,0.0,0.0,32.4,15.41,0.500025,0.5796,0.0,0.0,24.94,LOW
USR10440,MCH5971,1,1314.1,1314.1,1314.1,0,0,0.0,0.0,29.34,11.06,0.500025,0.147325,0.0,0.0,17.3,LOW
USR10441,MCH9322,1,18736.74,18736.74,18736.74,1,0,0.0,1.0,33.84,13.54,0.500025,0.7753,1.0,0.0,57.73,HIGH
USR10446,MCH1703,1,14268.33,14268.33,14268.33,0,0,0.0,0.0,12.64,6.53,0.500025,0.61435,0.0,0.0,21.42,LOW
USR10448,MCH2850,1,8478.13,8478.13,8478.13,0,0,0.0,0.0,11.14,7.37,0.500025,0.40315,0.0,0.0,18.21,LOW
USR10449,MCH2231,1,5619.77,5619.77,5619.77,1,0,0.0,1.0,30.43,6.83,0.500025,0.30195,1.0,0.0,49.0,MEDIUM
USR10452,MCH7985,1,310.0,310.0,310.0,0,0,0.0,0.0,29.09,12.39,0.500025,0.11045,0.0,0.0,16.96,LOW
USR10453,MCH8231,1,19466.04,19466.04,19466.04,0,0,0.0,0.0,34.03,13.2,0.500025,0.8018,0.0,0.0,28.09,MEDIUM
USR10459,MCH7215,1,16058.82,16058.82,16058.82,0,0,0.0,0.0,33.11,10.57,0.500025,0.67785,0.0,0.0,25.64,MEDIUM
USR10465,MCH5467,1,8173.69,8173.69,8173.69,1,0,0.0,1.0,31.06,8.24,0.500025,0.3915,1.0,0.0,50.68,HIGH
USR10471,MCH9141,1,3515.72,3515.72,3515.72,1,0,0.0,1.0,29.91,7.49,0.500025,0.2278,1.0,0.0,47.94,MEDIUM
USR10473,MCH5871,1,9522.9,9522.9,9522.9,0,1,1.0,0.0,51.41,15.44,0.500025,0.4417,0.0,1.0,40.25,MEDIUM
USR10478,MCH2307,1,10158.0,10158.0,10158.0,0,0,0.0,0.0,6.57,9.9,0.500025,0.4644,0.0,0.0,19.02,LOW
USR10484,MCH1361,1,12842.92,12842.92,12842.92,0,0,0.0,0.0,32.29,13.12,0.500025,0.56425,0.0,0.0,24.29,LOW
USR10485,MCH4363,1,4011.6,4011.6,4011.6,0,0,0.0,0.0,30.02,4.33,0.500025,0.2442,0.0,0.0,17.64,LOW
USR10487,MCH2491,1,0.330086,0.330086,0.330086,1,0,0.0,1.0,8.81,7.62,0.500025,0.0705,1.0,0.0,42.98,MEDIUM
USR10490,MCH5988,1,19209.22,19209.22,19209.22,0,0,0.0,0.0,33.97,7.03,0.500025,0.79275,0.0,0.0,26.84,MEDIUM
USR10495,MCH2698,1,19795.4,19795.4,19795.4,0,0,0.0,0.0,34.11,9.89,0.500025,0.813,0.0,0.0,27.67,MEDIUM
USR10497,MCH5004,1,5964.18,5964.18,5964.18,0,0,0.0,0.0,30.51,8.17,0.500025,0.31415,0.0,0.0,19.44,LOW
USR10503,MCH2752,1,17599.39,17599.39,17599.39,0,0,0.0,0.0,33.53,15.94,0.500025,0.7339,0.0,0.0,27.49,MEDIUM
USR10504,MCH2979,1,24937.87,24937.87,24937.87,0,0,0.0,0.0,14.55,9.19,0.500025,0.99775,0.0,0.0,27.88,MEDIUM
USR10504,MCH5637,1,23956.7,23956.7,23956.7,0,0,0.0,0.0,14.55,8.28,0.500025,0.96195,0.0,0.0,27.18,MEDIUM
USR10508,MCH1785,1,10901.63,10901.63,10901.63,0,0,0.0,0.0,21.78,26.71,0.500025,0.4936,0.0,0.0,24.35,LOW
USR10525,MCH9247,1,8537.7,8537.7,8537.7,0,0,0.0,0.0,31.16,1.49,0.500025,0.40545,0.0,0.0,19.69,LOW
USR10529,MCH3199,1,9741.23,9741.23,9741.23,1,0,0.0,1.0,6.46,1.6,0.500025,0.44915,1.0,0.0,47.29,MEDIUM
USR10533,MCH5193,1,9772.11,9772.11,9772.11,0,0,0.0,0.0,31.47,8.96,0.500025,0.44995,0.0,0.0,21.73,LOW
USR10535,MCH7733,1,0.984227,0.984227,0.984227,0,0,0.0,0.0,29.01,4.56,0.500025,0.0995,0.0,0.0,15.38,LOW
USR10549,MCH8898,1,21986.64,21986.64,21986.64,1,0,0.0,1.0,24.71,13.62,0.500025,0.89155,1.0,0.0,58.35,HIGH
USR10560,MCH4646,1,9783.4,9783.4,9783.4,0,0,0.0,0.0,11.47,18.08,0.500025,0.4504,0.0,0.0,20.87,LOW
USR10561,MCH4449,1,12847.56,12847.56,12847.56,0,1,1.0,0.0,42.29,13.18,0.500025,0.56435,0.0,1.0,40.55,MEDIUM
USR10563,MCH7182,1,7395.86,7395.86,7395.86,0,0,0.0,0.0,30.87,7.8,0.500025,0.3647,0.0,0.0,20.17,LOW
USR10564,MCH5529,1,8498.56,8498.56,8498.56,0,0,0.0,0.0,31.15,10.12,0.500025,0.4042,0.0,0.0,21.21,LOW
USR10565,MCH9445,1,2991.3,2991.3,2991.3,0,0,0.0,0.0,29.78,8.55,0.500025,0.20935,0.0,0.0,17.84,LOW
USR10569,MCH4362,1,8818.59,8818.59,8818.59,1,0,0.0,1.0,31.23,14.34,0.500025,0.4158,1.0,0.0,52.15,HIGH
USR10571,MCH8136,1,21343.86,21343.86,21343.86,0,1,1.0,0.0,54.52,21.32,0.500025,0.8679,0.0,1.0,48.08,MEDIUM
USR10572,MCH1301,1,2022.11,2022.11,2022.11,0,0,0.0,0.0,34.64,9.43,0.500025,0.1744,0.0,0.0,18.08,LOW
USR10572,MCH9825,1,5582.21,5582.21,5582.21,0,0,0.0,0.0,34.64,3.1,0.500025,0.3009,0.0,0.0,18.85,LOW
USR10578,MCH2392,1,8187.0,8187.0,8187.0,0,0,0.0,0.0,26.07,4.4,0.500025,0.39225,0.0,0.0,19.38,LOW
USR10579,MCH8202,1,21404.69,21404.69,21404.69,1,0,0.0,1.0,33.26,12.71,0.500025,0.8701,1.0,0.0,58.93,HIGH
USR10579,MCH9321,1,0.796922,0.796922,0.796922,0,0,0.0,0.0,33.26,0.79,0.500025,0.0919,0.0,0.0,15.13,LOW
USR10591,MCH6720,1,0.2495497,0.2495497,0.2495497,0,0,0.0,0.0,28.79,14.53,0.500025,0.06685,0.0,0.0,16.65,LOW
USR10593,MCH6996,1,958.38,958.38,958.38,0,0,0.0,0.0,19.25,5.63,0.500025,0.1337,0.0,0.0,14.87,LOW
USR10599,MCH7622,1,11699.73,11699.73,11699.73,0,0,0.0,0.0,11.99,25.45,0.500025,0.5221,0.0,0.0,23.33,LOW
USR10603,MCH4367,1,19709.0,19709.0,19709.0,0,0,0.0,0.0,19.09,10.15,0.500025,0.8101,0.0,0.0,25.81,MEDIUM
USR10610,MCH7989,1,20068.06,20068.06,20068.06,0,0,0.0,0.0,34.18,13.3,0.500025,0.8228,0.0,0.0,28.44,MEDIUM
USR10614,MCH6162,1,0.942712,0.942712,0.942712,0,0,0.0,0.0,29.0,3.79,0.500025,0.0979,0.0,0.0,15.22,LOW
USR10621,MCH4079,1,20542.71,20542.71,20542.71,0,0,0.0,0.0,14.32,10.19,0.500025,0.83985,0.0,0.0,25.66,MEDIUM
USR10624,MCH4301,1,23177.46,23177.46,23177.46,0,0,0.0,0.0,15.01,6.82,0.500025,0.9322,0.0,0.0,26.53,MEDIUM
USR10627,MCH2979,1,22398.77,22398.77,22398.77,0,0,0.0,0.0,34.82,9.19,0.500025,0.9067,0.0,0.0,29.04,MEDIUM
USR10632,MCH7796,1,6432.08,6432.08,6432.08,0,0,0.0,0.0,30.63,9.05,0.500025,0.3309,0.0,0.0,19.86,LOW
USR10637,MCH7886,1,10809.86,10809.86,10809.86,0,1,1.0,0.0,41.75,12.83,0.500025,0.48975,0.0,1.0,39.3,MEDIUM
USR10643,MCH9600,1,13768.13,13768.13,13768.13,0,0,0.0,0.0,32.52,2.01,0.500025,0.59745,0.0,0.0,22.84,LOW
USR10647,MCH6894,1,0.106832,0.106832,0.106832,0,0,0.0,0.0,28.36,2.41,0.500025,0.0034,0.0,0.0,13.48,LOW
USR10648,MCH3509,1,22831.88,22831.88,22831.88,0,0,0.0,0.0,34.93,14.16,0.500025,0.9212,0.0,0.0,30.16,MEDIUM
USR10649,MCH7962,1,18085.02,18085.02,18085.02,0,0,0.0,0.0,39.48,14.92,0.500025,0.7526,0.0,0.0,28.33,MEDIUM
USR10649,MCH8252,1,20863.11,20863.11,20863.11,0,0,0.0,0.0,39.48,11.0,0.500025,0.8513,0.0,0.0,29.11,MEDIUM
USR10651,MCH5726,1,4237.36,4237.36,4237.36,0,0,0.0,0.0,20.08,3.28,0.500025,0.2528,0.0,0.0,16.34,LOW
USR10652,MCH9079,1,9279.38,9279.38,9279.38,0,0,0.0,0.0,26.35,18.16,0.500025,0.4329,0.0,0.0,22.48,LOW
USR10662,MCH1239,1,16936.77,16936.77,16936.77,0,0,0.0,0.0,39.49,2.37,0.500025,0.7094,0.0,0.0,25.45,MEDIUM
USR10662,MCH4872,1,22774.07,22774.07,22774.07,0,0,0.0,0.0,39.49,19.75,0.500025,0.91955,0.0,0.0,31.7,MEDIUM
USR10667,MCH4367,1,550.83,550.83,550.83,0,0,0.0,0.0,19.16,10.15,0.500025,0.11965,0.0,0.0,15.46,LOW
USR10673,MCH9990,1,4680.93,4680.93,4680.93,0,0,0.0,0.0,30.2,2.83,0.500025,0.26935,0.0,0.0,17.77,LOW
USR10674,MCH8332,1,17436.98,17436.98,17436.98,0,0,0.0,0.0,8.49,7.81,0.500025,0.72875,0.0,0.0,22.85,LOW
USR10692,MCH9264,1,4686.24,4686.24,4686.24,1,0,0.0,1.0,30.2,13.38,0.500025,0.2696,1.0,0.0,49.66,MEDIUM
USR10698,MCH9761,1,0.2028821,0.2028821,0.2028821,1,0,0.0,1.0,28.65,3.32,0.500025,0.0461,1.0,0.0,44.32,MEDIUM
USR10705,MCH9200,1,21693.96,21693.96,21693.96,0,0,0.0,0.0,34.61,13.06,0.500025,0.87965,0.0,0.0,29.3,MEDIUM
USR10716,MCH6386,1,12109.77,12109.77,12109.77,1,0,0.0,1.0,27.09,4.37,0.500025,0.5366,1.0,0.0,51.67,HIGH
USR10730,MCH2354,1,10276.3,10276.3,10276.3,0,0,0.0,0.0,31.6,5.84,0.500025,0.46935,0.0,0.0,21.48,LOW
USR10731,MCH5590,1,471.0,471.0,471.0,0,0,0.0,0.0,29.14,3.84,0.500025,0.1166,0.0,0.0,15.53,LOW
USR10736,MCH5650,1,5702.18,5702.18,5702.18,0,0,0.0,0.0,30.45,21.95,0.500025,0.30485,0.0,0.0,21.75,LOW
USR10743,MCH6581,1,14910.78,14910.78,14910.78,0,0,0.0,0.0,32.82,7.02,0.500025,0.63825,0.0,0.0,24.38,LOW
