node_id,entity_id,node_type,degree,transaction_count,total_amount,chargeback_count,avg_relationship_risk,degree_percentile,amount_percentile,network_activity_score,component_id
USER::USR10044,USR10044,USER,1,1,9096.65,0,22.0,0.34854795788499365,0.3202591692699294,33.44,10
MERCHANT::MCH1264,MCH1264,MERCHANT,5,5,38570.288581,0,24.485999999999997,0.9830113000887037,0.9117976011415789,94.74,10
USER::USR10046,USR10046,USER,1,1,1094.88,0,15.63,0.34854795788499365,0.09988815611863165,22.42,11
MERCHANT::MCH2198,MCH2198,MERCHANT,2,2,2112.73,0,14.05,0.7790119171583941,0.12730919048170003,45.32,11
USER::USR10055,USR10055,USER,1,1,13414.9,0,22.61,0.34854795788499365,0.4483204134366925,39.84,12
MERCHANT::MCH4138,MCH4138,MERCHANT,1,1,13414.9,0,22.61,0.34854795788499365,0.4483204134366925,39.84,12
USER::USR10060,USR10060,USER,1,1,3756.23,0,37.99,0.34854795788499365,0.1719503258899302,26.02,13
MERCHANT::MCH9608,MCH9608,MERCHANT,1,1,3756.23,0,37.99,0.34854795788499365,0.1719503258899302,26.02,13
USER::USR10061,USR10061,USER,1,1,5690.29,0,18.79,0.34854795788499365,0.22426626557136797,28.64,14
MERCHANT::MCH7854,MCH7854,MERCHANT,3,3,19270.6861219,0,18.97,0.8986655867947086,0.6331520691118053,76.59,14
USER::USR10064,USR10064,USER,1,1,6814.96,0,18.68,0.34854795788499365,0.2567781248794786,30.27,15
MERCHANT::MCH5224,MCH5224,MERCHANT,5,5,33212.8024973,0,19.625999999999998,0.9830113000887037,0.8816768868834124,93.23,15
USER::USR10069,USR10069,USER,1,1,7005.63,0,17.54,0.34854795788499365,0.2622160515253191,30.54,16
MERCHANT::MCH7948,MCH7948,MERCHANT,5,5,84949.79,0,25.394,0.9830113000887037,0.9963361487137954,98.97,16
USER::USR10071,USR10071,USER,1,1,14301.02,1,56.17,0.34854795788499365,0.4757414477997609,41.21,17
MERCHANT::MCH1139,MCH1139,MERCHANT,1,1,14301.02,1,56.17,0.34854795788499365,0.4757414477997609,41.21,17
USER::USR10074,USR10074,USER,2,2,33670.72,0,35.815,0.7790119171583941,0.8844151336341548,83.17,18
MERCHANT::MCH6217,MCH6217,MERCHANT,3,3,18375.53,1,34.09666666666667,0.8986655867947086,0.6043040610898993,75.15,18
MERCHANT::MCH7343,MCH7343,MERCHANT,3,3,51983.43,0,27.17,0.8986655867947086,0.9630915191484438,93.09,18
USER::USR10075,USR10075,USER,1,1,6711.68,0,20.7,0.34854795788499365,0.2532299741602067,30.09,19
MERCHANT::MCH1278,MCH1278,MERCHANT,5,5,45136.61945600001,0,24.878,0.9830113000887037,0.9421882833892553,96.26,19
USER::USR10078,USR10078,USER,1,1,13714.99,0,21.56,0.34854795788499365,0.45815496162597863,40.34,20
MERCHANT::MCH9972,MCH9972,MERCHANT,1,1,13714.99,0,21.56,0.34854795788499365,0.45815496162597863,40.34,20
USER::USR10082,USR10082,USER,1,1,22723.1,0,30.26,0.34854795788499365,0.7459215550156196,54.72,21
MERCHANT::MCH3237,MCH3237,MERCHANT,2,2,27245.68,0,25.285,0.7790119171583941,0.8400246827876123,80.95,21
USER::USR10085,USR10085,USER,2,2,16240.68,0,19.95,0.7790119171583941,0.5353465231979637,65.72,22
MERCHANT::MCH8082,MCH8082,MERCHANT,5,5,60655.7,0,27.514,0.9830113000887037,0.9775926568706853,98.03,22
MERCHANT::MCH9212,MCH9212,MERCHANT,2,2,6767.1155424,0,26.365000000000002,0.7790119171583941,0.2551197500867754,51.71,22
USER::USR10086,USR10086,USER,1,1,12874.26,1,53.7,0.34854795788499365,0.4329515214624552,39.07,23
MERCHANT::MCH2137,MCH2137,MERCHANT,2,2,20267.42,1,37.730000000000004,0.7790119171583941,0.664622623317521,72.18,23
USER::USR10088,USR10088,USER,1,1,3809.97,1,43.85,0.34854795788499365,0.17341586640441206,26.1,24
MERCHANT::MCH6132,MCH6132,MERCHANT,1,1,3809.97,1,43.85,0.34854795788499365,0.17341586640441206,26.1,24
USER::USR10094,USR10094,USER,1,1,8987.24,0,21.38,0.34854795788499365,0.31682671911759036,33.27,25
MERCHANT::MCH1173,MCH1173,MERCHANT,5,5,62937.020000000004,2,35.471999999999994,0.9830113000887037,0.9804080373327163,98.17,25
USER::USR10100,USR10100,USER,1,1,20357.0,0,27.79,0.34854795788499365,0.6679393729029273,50.82,26
MERCHANT::MCH2458,MCH2458,MERCHANT,4,4,49595.53999999999,0,22.5925,0.9554745651587027,0.9583863627598442,95.69,26
USER::USR10104,USR10104,USER,1,1,18458.04,0,27.25,0.34854795788499365,0.6066180724285549,47.76,27
MERCHANT::MCH4652,MCH4652,MERCHANT,4,4,78053.11,0,27.72,0.9554745651587027,0.9940992710864284,97.48,27
USER::USR10107,USR10107,USER,1,1,22698.19,0,47.49,0.34854795788499365,0.7448416830575804,54.67,28
MERCHANT::MCH2424,MCH2424,MERCHANT,5,5,87112.32999999999,1,35.986000000000004,0.9830113000887037,0.997030352115392,99.0,28
USER::USR10110,USR10110,USER,1,1,13924.46,0,23.66,0.34854795788499365,0.46434494195688225,40.64,29
MERCHANT::MCH5014,MCH5014,MERCHANT,3,3,24867.85,0,18.76,0.8986655867947086,0.8173859385244321,85.8,29
USER::USR10111,USR10111,USER,1,1,18111.68,0,26.18,0.34854795788499365,0.5957422191368738,47.21,30
MERCHANT::MCH5125,MCH5125,MERCHANT,3,3,32930.196449099996,1,32.20666666666667,0.8986655867947086,0.8797485441011994,88.92,30
USER::USR10119,USR10119,USER,1,1,0.58609,0,16.79,0.34854795788499365,0.057194646920436576,20.29,31
MERCHANT::MCH2039,MCH2039,MERCHANT,2,2,18543.85609,0,30.99,0.7790119171583941,0.609317752323653,69.42,31
USER::USR10125,USR10125,USER,1,1,10766.24,0,25.1,0.34854795788499365,0.3690076748042732,35.88,32
MERCHANT::MCH1210,MCH1210,MERCHANT,3,3,34337.72,0,25.906666666666666,0.8986655867947086,0.8881175517760037,89.34,32
USER::USR10128,USR10128,USER,2,2,32614.31,0,35.855,0.7790119171583941,0.8774730996181881,82.82,33
MERCHANT::MCH1174,MCH1174,MERCHANT,2,2,14872.36,0,30.619999999999997,0.7790119171583941,0.4931929499787882,63.61,33
MERCHANT::MCH9275,MCH9275,MERCHANT,5,5,80871.63,0,25.872000000000003,0.9830113000887037,0.9951405761888233,98.91,33
USER::USR10134,USR10134,USER,1,1,1750.45,0,16.33,0.34854795788499365,0.1166261714682402,23.26,34
MERCHANT::MCH2185,MCH2185,MERCHANT,2,2,20256.780000000002,0,21.134999999999998,0.7790119171583941,0.6639669867715685,72.15,34
USER::USR10142,USR10142,USER,1,1,23295.4,0,30.45,0.34854795788499365,0.7636623086119788,55.61,35
MERCHANT::MCH3620,MCH3620,MERCHANT,3,3,47950.07751440001,0,31.926666666666666,0.8986655867947086,0.9532569709591577,92.6,35
USER::USR10143,USR10143,USER,2,2,14790.130000000001,0,19.09,0.7790119171583941,0.49060897065062287,63.48,36
MERCHANT::MCH3727,MCH3727,MERCHANT,2,2,7545.7928991,0,29.245,0.7790119171583941,0.2763700875467623,52.77,36
MERCHANT::MCH6078,MCH6078,MERCHANT,2,2,28511.45,0,22.43,0.7790119171583941,0.8486636584519264,81.38,36
USER::USR10147,USR10147,USER,1,1,12485.3,0,43.38,0.34854795788499365,0.42022445909984957,38.44,37
MERCHANT::MCH3275,MCH3275,MERCHANT,2,2,13068.109999999999,1,54.935,0.7790119171583941,0.43858228238651703,60.88,37
USER::USR10156,USR10156,USER,1,1,4524.57,0,19.5,0.34854795788499365,0.19237147595356552,27.05,38
MERCHANT::MCH1421,MCH1421,MERCHANT,5,5,49037.119999999995,1,31.144,0.9830113000887037,0.9569593891010066,97.0,38
USER::USR10159,USR10159,USER,1,1,3524.93,0,19.15,0.34854795788499365,0.16560607813644954,25.71,39
MERCHANT::MCH2522,MCH2522,MERCHANT,4,4,37242.5,0,22.28,0.9554745651587027,0.9036985614562845,92.96,39
USER::USR10160,USR10160,USER,1,1,13850.23,0,27.08,0.34854795788499365,0.4623008986077365,40.54,40
MERCHANT::MCH5990,MCH5990,MERCHANT,3,3,33411.72,0,24.580000000000002,0.8986655867947086,0.8829495931196729,89.08,40
USER::USR10162,USR10162,USER,1,1,22520.0,0,47.78,0.34854795788499365,0.7387481198657874,54.36,41
MERCHANT::MCH8198,MCH8198,MERCHANT,2,2,37754.47,0,37.985,0.7790119171583941,0.9067839099078252,84.29,41
USER::USR10168,USR10168,USER,1,1,12265.35,0,21.55,0.34854795788499365,0.41382236106290254,38.12,42
MERCHANT::MCH9950,MCH9950,MERCHANT,3,3,31410.020000000004,0,20.736666666666668,0.8986655867947086,0.8689883913764511,88.38,42
USER::USR10186,USR10186,USER,1,1,10108.71,0,20.94,0.34854795788499365,0.34895290986925837,34.88,43
MERCHANT::MCH8364,MCH8364,MERCHANT,2,2,13369.429999999998,0,18.16,0.7790119171583941,0.4470284237726098,61.3,43
USER::USR10190,USR10190,USER,2,2,32165.690000000002,0,45.15,0.7790119171583941,0.8742720505997146,82.66,44
MERCHANT::MCH4895,MCH4895,MERCHANT,4,4,48047.167425600004,0,29.28,0.9554745651587027,0.9537197732268888,95.46,44
MERCHANT::MCH5597,MCH5597,MERCHANT,2,2,28419.129999999997,0,33.1,0.7790119171583941,0.8478923213390412,81.35,44
USER::USR10191,USR10191,USER,1,1,17880.97,1,57.1,0.34854795788499365,0.588183115430599,46.84,45
MERCHANT::MCH5661,MCH5661,MERCHANT,7,7,88159.2548289,1,30.875714285714285,0.9986115931968067,0.9973003201049019,99.8,45
USER::USR10193,USR10193,USER,1,1,4545.0,0,20.81,0.34854795788499365,0.19318137992209494,27.09,46
MERCHANT::MCH9375,MCH9375,MERCHANT,5,5,55752.05,2,46.098,0.9830113000887037,0.969802152030545,97.64,46
USER::USR10195,USR10195,USER,1,1,6109.15,0,19.55,0.34854795788499365,0.23664622623317522,29.26,47
MERCHANT::MCH1412,MCH1412,MERCHANT,4,4,42537.19,0,20.5825,0.9554745651587027,0.9309653283967758,94.32,47
USER::USR10196,USR10196,USER,1,1,19600.08,0,28.71,0.34854795788499365,0.6436036869913996,49.61,48
MERCHANT::MCH4153,MCH4153,MERCHANT,3,3,53342.65000000001,0,27.666666666666668,0.8986655867947086,0.9654440973427436,93.21,48
USER::USR10197,USR10197,USER,1,1,7997.26,0,21.41,0.34854795788499365,0.28801727795132864,31.83,49
MERCHANT::MCH6735,MCH6735,MERCHANT,6,6,69742.63,1,29.015,0.9945813567819816,0.9885842107292993,99.16,49
USER::USR10201,USR10201,USER,1,1,22603.66,0,30.38,0.34854795788499365,0.7417177677503953,54.51,50
MERCHANT::MCH1897,MCH1897,MERCHANT,4,4,66773.49,0,25.755000000000003,0.9554745651587027,0.9856531297003356,97.06,50
USER::USR10207,USR10207,USER,1,1,13800.2,0,25.06,0.34854795788499365,0.46095105866018743,40.47,51
MERCHANT::MCH4636,MCH4636,MERCHANT,3,3,46837.72,0,31.826666666666668,0.8986655867947086,0.9490531836939334,92.39,51
USER::USR10208,USR10208,USER,1,1,20901.14,0,28.18,0.34854795788499365,0.6851787573759112,51.69,52
MERCHANT::MCH2346,MCH2346,MERCHANT,4,4,73847.56,0,27.16,0.9554745651587027,0.9921323614485711,97.38,52
USER::USR10226,USR10226,USER,1,1,21819.53,0,31.48,0.34854795788499365,0.7147209687994138,53.16,53
MERCHANT::MCH1277,MCH1277,MERCHANT,3,3,50846.16,0,33.61333333333334,0.8986655867947086,0.960738940954144,92.97,53
USER::USR10250,USR10250,USER,1,1,0.486188,0,14.62,0.34854795788499365,0.05407073161325157,20.13,54
MERCHANT::MCH7688,MCH7688,MERCHANT,2,2,0.6320776,0,14.18,0.7790119171583941,0.05877588800185121,41.89,54
USER::USR10255,USR10255,USER,1,1,5747.66,0,19.41,0.34854795788499365,0.2255775386632728,28.71,55
MERCHANT::MCH6246,MCH6246,MERCHANT,6,6,38918.4575217,0,18.968333333333334,0.9945813567819816,0.9138030776350804,95.42,55
USER::USR10259,USR10259,USER,1,1,0.214513,0,14.52,0.34854795788499365,0.03505727178063173,19.18,56
MERCHANT::MCH2840,MCH2840,MERCHANT,2,2,18597.304513,0,20.564999999999998,0.7790119171583941,0.610937560260712,69.5,56
USER::USR10261,USR10261,USER,1,1,3339.34,0,17.39,0.34854795788499365,0.16055382004705157,25.46,57
MERCHANT::MCH1485,MCH1485,MERCHANT,3,3,21793.31,0,20.513333333333335,0.8986655867947086,0.7140267653978171,80.63,57
USER::USR10264,USR10264,USER,1,1,12910.67,0,22.64,0.34854795788499365,0.4339542597092059,39.13,58
MERCHANT::MCH7016,MCH7016,MERCHANT,4,4,26075.079999999998,1,27.335,0.9554745651587027,0.830614370010413,89.3,58
USER::USR10270,USR10270,USER,1,1,8199.9,0,22.77,0.34854795788499365,0.29380230629796755,32.12,49
USER::USR10273,USR10273,USER,1,1,22701.38,0,28.97,0.34854795788499365,0.7449188167688688,54.67,59
MERCHANT::MCH6512,MCH6512,MERCHANT,3,3,52674.72,0,26.323333333333334,0.8986655867947086,0.9644799259516371,93.16,59
USER::USR10276,USR10276,USER,1,1,22378.55,0,30.67,0.34854795788499365,0.7339658297658992,54.13,60
MERCHANT::MCH8795,MCH8795,MERCHANT,5,5,62144.75,0,23.23,0.9830113000887037,0.9796752670754754,98.13,60
USER::USR10279,USR10279,USER,1,1,22194.96,1,59.82,0.34854795788499365,0.7276022985845964,53.81,61
MERCHANT::MCH9877,MCH9877,MERCHANT,3,3,45685.52,1,37.086666666666666,0.8986655867947086,0.9444637278722666,92.16,61
USER::USR10286,USR10286,USER,1,1,0.1226706,0,16.0,0.34854795788499365,0.006980600871610938,17.78,62
MERCHANT::MCH6287,MCH6287,MERCHANT,4,4,44365.3226706,1,34.815000000000005,0.9554745651587027,0.9386786995256277,94.71,62
USER::USR10288,USR10288,USER,1,1,11412.83,0,24.9,0.34854795788499365,0.388753904894134,36.87,63
MERCHANT::MCH8939,MCH8939,MERCHANT,3,3,30942.260000000002,0,29.666666666666668,0.8986655867947086,0.8659030429249104,88.23,63
USER::USR10294,USR10294,USER,1,1,23537.44,0,32.41,0.34854795788499365,0.7726869528327356,56.06,64
MERCHANT::MCH8976,MCH8976,MERCHANT,4,4,41511.03999999999,0,24.88,0.9554745651587027,0.9264144394307532,94.09,64
USER::USR10295,USR10295,USER,1,1,18552.46,0,27.42,0.34854795788499365,0.60974198773574,47.91,65
MERCHANT::MCH7985,MCH7985,MERCHANT,5,5,36598.2760671,1,29.826,0.9830113000887037,0.900806047282965,94.19,65
USER::USR10301,USR10301,USER,1,1,23384.2,0,48.09,0.34854795788499365,0.7672104593312508,55.79,66
MERCHANT::MCH9934,MCH9934,MERCHANT,2,2,25295.940000000002,1,47.905,0.7790119171583941,0.8239808708396005,80.15,66
USER::USR10303,USR10303,USER,1,1,10374.25,0,21.87,0.34854795788499365,0.35701338269890853,35.28,67
MERCHANT::MCH2245,MCH2245,MERCHANT,4,4,32597.91,0,20.127499999999998,0.9554745651587027,0.8773188321956111,91.64,67
USER::USR10317,USR10317,USER,1,1,20149.58,1,53.79,0.34854795788499365,0.6604959697635852,50.45,68
MERCHANT::MCH6444,MCH6444,MERCHANT,2,2,21882.84,1,35.075,0.7790119171583941,0.7172663812719349,74.81,68
USER::USR10322,USR10322,USER,1,1,408.48,0,15.24,0.34854795788499365,0.08118323113116588,21.49,69
MERCHANT::MCH8055,MCH8055,MERCHANT,2,2,3060.8,0,14.344999999999999,0.7790119171583941,0.1534189517528636,46.62,69
USER::USR10325,USR10325,USER,1,1,0.747411,0,15.8,0.34854795788499365,0.06263257356627715,20.56,70
MERCHANT::MCH3948,MCH3948,MERCHANT,3,3,48336.997411000004,0,25.28,0.8986655867947086,0.954645377762351,92.67,70
USER::USR10326,USR10326,USER,1,1,8343.09,0,18.97,0.34854795788499365,0.29792895985190326,32.32,71
MERCHANT::MCH2326,MCH2326,MERCHANT,3,3,16544.598402000003,0,18.156666666666666,0.8986655867947086,0.5445640016969416,72.16,71
USER::USR10330,USR10330,USER,1,1,24348.78,0,31.12,0.34854795788499365,0.7997994523506499,57.42,72
MERCHANT::MCH1129,MCH1129,MERCHANT,4,4,67638.255236,1,38.21,0.9554745651587027,0.986617301091442,97.1,72
USER::USR10342,USR10342,USER,1,1,12275.27,0,24.74,0.34854795788499365,0.41401519534112385,38.13,73
MERCHANT::MCH8398,MCH8398,MERCHANT,2,2,33701.3,0,28.909999999999997,0.7790119171583941,0.8845308342010876,83.18,73
USER::USR10347,USR10347,USER,1,1,13643.61,0,22.87,0.34854795788499365,0.45574453314821245,40.21,74
MERCHANT::MCH5231,MCH5231,MERCHANT,5,5,73215.50000000001,2,36.334,0.9830113000887037,0.9917081260364843,98.74,74
USER::USR10349,USR10349,USER,1,1,3044.34,0,13.77,0.34854795788499365,0.15287901577384397,25.07,75
MERCHANT::MCH1637,MCH1637,MERCHANT,2,2,9536.279999999999,0,16.295,0.7790119171583941,0.3323305950865826,55.57,75
USER::USR10352,USR10352,USER,2,2,22999.199999999997,0,23.52,0.7790119171583941,0.7539820278452698,76.65,76
MERCHANT::MCH2182,MCH2182,MERCHANT,3,3,34814.96,0,21.88,0.8986655867947086,0.8905472636815921,89.46,76
MERCHANT::MCH3445,MCH3445,MERCHANT,3,3,33533.020000000004,0,23.666666666666668,0.8986655867947086,0.8836437965212697,89.12,76
USER::USR10358,USR10358,USER,2,2,15541.923048999999,0,22.035,0.7790119171583941,0.5143275868718423,64.67,77
MERCHANT::MCH3643,MCH3643,MERCHANT,4,4,63602.42,0,26.4925,0.9554745651587027,0.9809865401673802,96.82,77
MERCHANT::MCH8900,MCH8900,MERCHANT,5,5,13065.530536100001,1,27.442,0.9830113000887037,0.4385051486752285,71.08,77
USER::USR10363,USR10363,USER,1,1,5975.13,0,17.14,0.34854795788499365,0.23205677041150835,29.03,78
MERCHANT::MCH8130,MCH8130,MERCHANT,7,7,79670.41,2,33.23714285714285,0.9986115931968067,0.994793474488025,99.67,78
USER::USR10364,USR10364,USER,2,2,10464.996142099999,0,20.4,0.7790119171583941,0.35975162944965094,56.94,79
MERCHANT::MCH6125,MCH6125,MERCHANT,1,1,10464.89,0,21.32,0.34854795788499365,0.3597130625940067,35.41,79
MERCHANT::MCH7982,MCH7982,MERCHANT,3,3,19201.4361421,2,42.553333333333335,0.8986655867947086,0.6309923251957268,76.48,79
USER::USR10365,USR10365,USER,1,1,10346.98,1,53.28,0.34854795788499365,0.35643487986424466,35.25,80
MERCHANT::MCH1195,MCH1195,MERCHANT,7,7,77885.89,3,41.964285714285715,0.9986115931968067,0.9939835705194956,99.63,80
USER::USR10366,USR10366,USER,1,1,7052.81,0,20.15,0.34854795788499365,0.26337305719464693,30.6,81
MERCHANT::MCH1062,MCH1062,MERCHANT,2,2,16069.170000000002,0,21.33,0.7790119171583941,0.5296386285626133,65.43,81
USER::USR10369,USR10369,USER,1,1,8814.65,0,36.38,0.34854795788499365,0.31135022561610554,32.99,82
MERCHANT::MCH1005,MCH1005,MERCHANT,2,2,14599.21,0,26.775000000000002,0.7790119171583941,0.4847468085926954,63.19,82
USER::USR10373,USR10373,USER,1,1,16722.14,0,45.61,0.34854795788499365,0.550715415172201,44.96,83
MERCHANT::MCH8606,MCH8606,MERCHANT,1,1,16722.14,0,45.61,0.34854795788499365,0.550715415172201,44.96,83
USER::USR10378,USR10378,USER,2,2,18720.120000000003,0,22.755,0.7790119171583941,0.6150642138146477,69.7,84
MERCHANT::MCH5670,MCH5670,MERCHANT,5,5,57577.76,1,28.459999999999997,0.9830113000887037,0.9726560993482202,97.78,84
MERCHANT::MCH7476,MCH7476,MERCHANT,2,2,14838.52,0,30.455,0.7790119171583941,0.49215164487639323,63.56,84
USER::USR10382,USR10382,USER,1,1,1117.86,0,13.96,0.34854795788499365,0.1005052258089398,22.45,85
MERCHANT::MCH6531,MCH6531,MERCHANT,3,3,2393.4420680000003,0,20.74,0.8986655867947086,0.13529252960006172,51.7,85
USER::USR10385,USR10385,USER,1,1,0.1040056,0,17.07,0.34854795788499365,0.001426973658837595,17.5,86
MERCHANT::MCH6061,MCH6061,MERCHANT,5,5,77001.9240056,0,33.236,0.9830113000887037,0.9935207682517644,98.83,86
USER::USR10391,USR10391,USER,1,1,21550.55,1,59.71,0.34854795788499365,0.706274827413321,52.74,87
MERCHANT::MCH2155,MCH2155,MERCHANT,3,3,47809.380000000005,1,42.17333333333334,0.8986655867947086,0.952717034980138,92.57,87
USER::USR10393,USR10393,USER,1,1,11108.38,0,21.48,0.34854795788499365,0.38007636237417564,36.43,88
MERCHANT::MCH6824,MCH6824,MERCHANT,7,7,102401.95000000001,0,24.65285714285714,0.9986115931968067,0.9994986308766246,99.91,88
USER::USR10396,USR10396,USER,1,1,3323.03,0,18.75,0.34854795788499365,0.16016815149060898,25.44,89
MERCHANT::MCH7606,MCH7606,MERCHANT,3,3,23341.050000000003,1,36.300000000000004,0.8986655867947086,0.7657449188167689,83.22,89
USER::USR10400,USR10400,USER,2,2,34807.81,0,26.695,0.7790119171583941,0.8904701299703035,83.47,90
MERCHANT::MCH2258,MCH2258,MERCHANT,5,5,83676.79,0,29.724,0.9830113000887037,0.996143314435574,98.96,90
MERCHANT::MCH6778,MCH6778,MERCHANT,1,1,14782.35,0,24.26,0.34854795788499365,0.49026186894982454,41.94,90
USER::USR10402,USR10402,USER,2,2,5293.51,1,33.349999999999994,0.7790119171583941,0.21366038026919665,49.63,91
MERCHANT::MCH1041,MCH1041,MERCHANT,6,6,41966.86,2,30.100000000000005,0.9945813567819816,0.9288441513363416,96.17,91
MERCHANT::MCH1519,MCH1519,MERCHANT,3,3,13070.95,0,18.076666666666668,0.8986655867947086,0.43865941609780557,66.87,91
USER::USR10411,USR10411,USER,1,1,0.1637664,0,17.15,0.34854795788499365,0.020864668903544294,18.47,92
MERCHANT::MCH9623,MCH9623,MERCHANT,4,4,47103.3137664,0,24.385,0.9554745651587027,0.9500559219406842,95.28,92
USER::USR10415,USR10415,USER,1,1,20519.2,0,28.72,0.34854795788499365,0.6730301978479695,51.08,93
MERCHANT::MCH1424,MCH1424,MERCHANT,5,5,62153.240000000005,0,27.464,0.9830113000887037,0.9797524007867638,98.14,93
USER::USR10421,USR10421,USER,1,1,11190.02,0,22.24,0.34854795788499365,0.38196613830074433,36.53,94
MERCHANT::MCH3852,MCH3852,MERCHANT,4,4,25223.68589,0,18.56,0.9554745651587027,0.8234409348605808,88.95,94
USER::USR10422,USR10422,USER,1,1,21578.95,0,28.64,0.34854795788499365,0.7076632342165143,52.81,95
MERCHANT::MCH1782,MCH1782,MERCHANT,5,5,77606.15000000001,2,36.786,0.9830113000887037,0.9938678699525628,98.84,95
USER::USR10428,USR10428,USER,1,1,23216.48,0,31.13,0.34854795788499365,0.761001195572525,55.48,96
MERCHANT::MCH6133,MCH6133,MERCHANT,2,2,39623.34,0,29.185,0.7790119171583941,0.9177754637664391,84.84,96
USER::USR10435,USR10435,USER,1,1,23559.16,0,32.13,0.34854795788499365,0.7733811562343322,56.1,97
MERCHANT::MCH5412,MCH5412,MERCHANT,3,3,52174.34,0,34.43,0.8986655867947086,0.9635157545605307,93.11,97
USER::USR10436,USR10436,USER,1,1,18953.43,0,24.06,0.34854795788499365,0.6232018203555864,48.59,98
MERCHANT::MCH6944,MCH6944,MERCHANT,6,6,67260.09,1,26.17833333333333,0.9945813567819816,0.9862316325349995,99.04,98
USER::USR10437,USR10437,USER,1,1,13307.52,0,24.94,0.34854795788499365,0.4450615141347526,39.68,99
MERCHANT::MCH2642,MCH2642,MERCHANT,3,3,19265.190000000002,0,26.986666666666668,0.8986655867947086,0.6330749354005168,76.59,99
USER::USR10440,USR10440,USER,1,1,1314.1,0,17.3,0.34854795788499365,0.1051910987697173,22.69,100
MERCHANT::MCH5971,MCH5971,MERCHANT,6,6,52441.57428,0,20.615,0.9945813567819816,0.9639014231169732,97.92,100
USER::USR10441,USR10441,USER,1,1,18736.74,1,57.73,0.34854795788499365,0.6155655829380231,48.21,101
MERCHANT::MCH9322,MCH9322,MERCHANT,4,4,51992.79000000001,1,35.85,0.9554745651587027,0.9631300860040881,95.93,101
USER::USR10446,USR10446,USER,1,1,14268.33,0,21.42,0.34854795788499365,0.47456515870261096,41.16,102
MERCHANT::MCH1703,MCH1703,MERCHANT,4,4,21342.547949300002,0,18.1875,0.9554745651587027,0.6992170928304215,82.73,102
USER::USR10448,USR10448,USER,1,1,8478.13,0,18.21,0.34854795788499365,0.30205561340583903,32.53,103
MERCHANT::MCH2850,MCH2850,MERCHANT,4,4,28915.8230763,1,25.782500000000002,0.9554745651587027,0.8520575417486212,90.38,103
USER::USR10449,USR10449,USER,1,1,5619.77,1,49.0,0.34854795788499365,0.2225307570673763,28.55,104
MERCHANT::MCH2231,MCH2231,MERCHANT,4,4,23461.643930600003,2,33.64,0.9554745651587027,0.7702572409271472,86.29,104
USER::USR10452,USR10452,USER,1,1,310.0,0,16.96,0.34854795788499365,0.0784064175247792,21.35,65
USER::USR10453,USR10453,USER,1,1,19466.04,0,28.09,0.34854795788499365,0.6393998997261753,49.4,105
MERCHANT::MCH8231,MCH8231,MERCHANT,7,7,61220.173679,1,26.808571428571423,0.9986115931968067,0.9783639939835705,98.85,105
