merchant_id,txn_count,total_transaction_value,avg_transaction_value,unique_users,unique_mcc,failed_txn_count,pending_txn_count,negative_amount_count,failure_rate,pending_rate,negative_amount_rate,chargeback_count,chargeback_amount,critical_chargeback_count,high_chargeback_count,chargeback_rate,merchant_name,merchant_category,business_type,merchant_city,merchant_state,merchant_status,declared_avg_ticket_size,master_mcc,merchant_match_flag,suspended_flag,blocked_flag,ticket_deviation,ticket_deviation_abs
MCH1012,2,3624.3809381,1812.19046905,2,1,1,0,0,0.5,0.0,0.0,1.0,1547.17,0.0,0.0,0.5,,,,,,,,,0,0,0,,
MCH1013,1,0.474213,0.474213,1,0,0,0,0,0.0,0.0,0.0,1.0,6937.41,0.0,1.0,1.0,,,,,,,,,0,0,0,,
MCH1014,1,17338.71,17338.71,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Agate, Saxena and Pandit",Department Store,partnership,Jalandar,Punjab,ACTIVE,1096.96,5311.0,1,0,0,14.806146076429405,14.806146076429405
MCH1015,6,45381.28,7563.546666666666,6,4,0,0,1,0.0,0.0,0.16666666666666666,1.0,856.42,0.0,0.0,0.16666666666666666,Mannan-Subramaniam,Hotels,INDIVIDUAL,Hyd,Telangana,ACTIVE,-1116.83,7011.0,1,0,0,,
MCH1016,2,1.0517406,0.5258703,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mangat, Som and Deshmukh",BOOKS_STATIONERY,INDIVIDUAL,pune,Maharashtra,SUSPENDED,756.28,5942.0,1,1,0,-0.99930466189771,0.99930466189771
MCH1017,1,18198.36,18198.36,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1019,3,26714.651616,8904.883872,3,3,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iyer-Thaker,Clothing,Partnership,Kolkata,West Bengal,ACTIVE,,5699.0,1,0,0,,
MCH1020,2,9440.444721599999,4720.2223607999995,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Garg-Kale,transprt,sole_proprietor,ASR,Punjab,ACTIVE,1015.68,4131.0,1,0,0,3.6473518832703213,3.6473518832703213
MCH1021,3,61852.69,20617.563333333335,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Naik-Karpe,Grocery,sole_proprietor,mumbai,Maharashtra,ACTIVE,2341.57,5411.0,1,0,0,7.805016861906044,7.805016861906044
MCH1022,2,14709.3806544,7354.6903272,2,2,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ramesh-Bhat,Other,PRIVATE-LIMITED,HYDERABAD,Telangana,ACTIVE,3026.17,,1,0,0,1.4303625794981776,1.4303625794981776
MCH1023,3,30027.844833,10009.281611,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1024,2,22788.01,11394.005,2,1,0,0,0,0.0,0.0,0.0,1.0,741.15,0.0,0.0,0.5,,,,,,,,,0,0,0,,
MCH1025,4,57906.43,14476.6075,4,3,1,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1026,4,45325.67,11331.4175,4,3,1,0,0,0.25,0.0,0.0,1.0,3784.33,0.0,0.0,0.25,,,,,,,,,0,0,0,,
MCH1027,1,21815.44,21815.44,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1028,1,5284.29,5284.29,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1029,1,1513.0,1513.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1030,3,4072.67,1357.5566666666666,3,2,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1031,1,0.2179008,0.2179008,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1032,3,44604.15,14868.050000000001,3,3,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nori-Nigam,Hotels,SOLE_PROPRIETOR,pune,Maharashtra,ACTIVE,652.29,7011.0,1,0,0,21.793619402413043,21.793619402413043
MCH1033,3,42284.92,14094.973333333333,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sidhu and Sons,phone service,individual,Jalandhar,Punjab,ACTIVE,1871.48,4814.0,1,0,0,6.531458168579591,6.531458168579591
MCH1034,2,9679.1,4839.55,2,1,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEVI-CHAUDHARI,Hospitality,private_limited,DELHI,Delhi,ACTIVE,243.38,7011.0,1,0,0,18.884748130495524,18.884748130495524
MCH1035,3,39992.83,13330.943333333335,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Minhas-Khatri,Restaurants,SOLE-PROPRIETOR,Mumbay,Maharashtra,ACTIVE,5777.68,8120.0,1,0,0,1.3073177007610899,1.3073177007610899
MCH1036,3,33640.770000000004,11213.590000000002,3,3,0,1,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1037,3,47725.25,15908.416666666666,3,1,0,0,0,0.0,0.0,0.0,1.0,671.14,0.0,0.0,0.3333333333333333,,,,,,,,,0,0,0,,
MCH1038,3,52771.18,17590.393333333333,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1039,3,29255.440000000002,9751.813333333334,3,2,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lal-Barad,TELECOM,SOLE_PROPRIETOR,LKO,Uttar Pradesh,ACTIVE,3062.03,4814.0,1,0,0,2.184754340530084,2.184754340530084
MCH1040,1,4889.06,4889.06,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Krishnan and S0ns,kirana,sole_proprietor,Jalandar,Punjab,ACTIVE,1030.03,5411.0,1,0,0,3.7465219459627397,3.7465219459627397
MCH1041,6,35096.200000000004,5849.366666666668,6,4,0,0,1,0.0,0.0,0.16666666666666666,1.0,0.3544,0.0,0.0,0.16666666666666666,Pat1a-S0m,Fashion,private_limited,kolkata,West Bengal,ACTIVE,3701.53,,1,0,0,0.5802564525119794,0.5802564525119794
MCH1042,3,26085.81,8695.27,3,2,0,1,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1043,5,79534.9,15906.98,5,4,0,0,0,0.0,0.0,0.0,1.0,1143.89,0.0,0.0,0.2,,,,,,,,,0,0,0,,
MCH1044,3,34051.96,11350.653333333334,3,2,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,"Jha, Salvi and Setty",Retail,Partnership,HYDERABAD,Telangana,ACTIVE,1084.93,5311.0,1,0,0,9.462106618245723,9.462106618245723
MCH1045,2,24683.96,12341.98,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1046,1,6901.43,6901.43,1,1,0,0,0,0.0,0.0,0.0,1.0,14999.55,0.0,0.0,1.0,,,,,,,,,0,0,0,,
MCH1047,2,16082.83,8041.415,2,1,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rana-Aurora,Telecom,Partnership,Bangalore,Karnataka,ACTIVE,1003.46,4814.0,1,0,0,7.01368764076296,7.01368764076296
MCH1048,1,22101.1,22101.1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1049,3,48368.15,16122.716666666667,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1050,1,556.07,556.07,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trivedi-Zachariah,Apparel,Sole Proprietor,Jaipur,Rajasthan,ACTIVE,2479.88,5699.0,1,0,0,-0.7757673758407664,0.7757673758407664
MCH1051,1,19086.9,19086.9,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1052,5,62222.29,12444.458,5,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1053,4,44870.2424191,11217.560604775,4,3,1,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"gera, grover and sehgal",Mobile Recharge,Individual,Amritsar,Punjab,ACTIVE,-708.11,4814.0,1,0,0,,
MCH1054,4,65716.24,16429.06,4,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheema Ltd,Department Store,PRIVATE-LIMITED,Pune,Maharashtra,ACTIVE,868.09,5311.0,1,0,0,17.925526155122167,17.925526155122167
MCH1055,2,27225.28,13612.64,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dhingra-Kapoor,Retail,partnership,BLR,Karnataka,ACTIVE,-770.74,5311.0,1,0,0,,
MCH1056,2,25903.170000000002,12951.585000000001,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mital-Jhaveri,Department Stores,PARTNERSHIP,ASR,Punjab,ACTIVE,5938.05,5311.0,1,0,0,1.1811175385858994,1.1811175385858994
MCH1057,3,-3004.0,-1001.3333333333334,3,1,1,0,1,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1058,4,26829.190196699998,6707.297549174999,4,2,1,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Vyas,VirkandDatta",DEPT_STORE,partnership,Poona,Maharashtra,ACTIVE,1504.39,5311.0,1,0,0,3.4584832052692445,3.4584832052692445
MCH1059,3,45995.04,15331.68,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1060,1,14301.09,14301.09,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Subramaniam, Rama and Contractor",Transport,individual,HYDERABAD,Telangana,ACTIVE,0.48,4131.0,1,0,0,29792.937500000004,29792.937500000004
MCH1061,3,23437.1134512,7812.371150399999,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1062,2,16069.170000000002,8034.585000000001,2,2,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1063,2,37797.42,18898.71,2,1,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Samra, Sur and Venkataraman",Retail Other,PRIVATE_LIMITED,Chennai,Tamil Nadu,ACTIVE,1297.7,5999.0,1,0,0,13.563234954149648,13.563234954149648
MCH1064,4,69917.23,17479.3075,4,3,1,2,0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Mishra-Badami,Books,SOLE-PROPRIETOR,lucknow,Uttar Pradesh,ACTIVE,2393.66,5942.0,1,0,0,6.302335126960387,6.302335126960387
MCH1065,1,22612.8,22612.8,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1066,3,22318.3316939,7439.443897966667,3,2,1,0,0,0.3333333333333333,0.0,0.0,1.0,2828.9,0.0,0.0,0.3333333333333333,,,,,,,,,0,0,0,,
MCH1067,1,7864.73,7864.73,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1068,3,26408.800000000003,8802.933333333334,3,2,0,1,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,Mall-Palan,Other,sole_proprietor,Jaipur,Rajasthan,ACTIVE,663.04,,1,0,0,12.27662483912484,12.27662483912484
MCH1069,5,100072.17,20014.434,5,3,0,1,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1070,4,38695.4,9673.85,4,3,0,0,0,0.0,0.0,0.0,1.0,262.38,0.0,0.0,0.25,Pandya PLC,Misc Retail,Private Limited,chennai,Tamil Nadu,ACTIVE,1259.2,5999.0,1,0,0,6.682536531130876,6.682536531130876
MCH1071,5,40513.8,8102.76,5,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShankarGroup,Hotel,INDIVIDUAL,MUMBAI,Maharashtra,ACTIVE,-389.19,7011.0,1,0,0,,
MCH1072,3,54541.55,18180.516666666666,3,1,0,0,0,0.0,0.0,0.0,1.0,2950.32,1.0,0.0,0.3333333333333333,Kalla-Khalsa,Restaurants,private_limited,mumbai,Maharashtra,INACTIVE,422.23,5812.0,1,0,0,42.05832524137713,42.05832524137713
MCH1073,6,11263.323456000002,1877.2205760000004,6,2,1,1,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,"Dasgupta,RayandDara",MEDICAL_STORE,partnership,Lucknow,Uttar Pradesh,SUSPENDED,1002.63,,1,1,0,0.8722964363723411,0.8722964363723411
MCH1074,1,0.657773,0.657773,1,1,0,0,0,0.0,0.0,0.0,2.0,2146.4700000000003,1.0,0.0,2.0,,,,,,,,,0,0,0,,
MCH1075,1,11231.45,11231.45,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pingle-Mohan,Medical,SOLE-PROPRIETOR,ludhiana,Punjab,ACTIVE,1639.19,5912.0,1,0,0,5.8518292571330965,5.8518292571330965
MCH1076,1,17918.0,17918.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1077,2,34499.2,17249.6,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Peri, Pai and Dani",Department Stores,Individual,Pune,Maharashtra,ACTIVE,1189.85,5311.0,1,0,0,13.49728957431609,13.49728957431609
MCH1078,4,35236.699889,8809.17497225,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1079,4,52637.75,13159.4375,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sharaf and Sons,Mobile Recharge,Sole Proprietor,Poona,Maharashtra,ACTIVE,455.39,,1,0,0,27.89707174070577,27.89707174070577
MCH1080,6,88850.1,14808.35,6,4,0,1,0,0.0,0.16666666666666666,0.0,1.0,752.1,0.0,0.0,0.16666666666666666,,,,,,,,,0,0,0,,
MCH1081,3,29514.030529,9838.010176333333,3,2,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mistry Group,FOOD_SERVICES,private_limited,Mumbay,Maharashtra,ACTIVE,2299.04,5812.0,1,0,0,3.2791818221228572,3.2791818221228572
MCH1082,1,7026.5,7026.5,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oommen Inc,Hotel,Partnership,amritsar,Punjab,ACTIVE,833.19,110.0,1,0,0,7.433250519089282,7.433250519089282
MCH1083,3,46991.28,15663.76,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1084,1,22882.8,22882.8,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1085,1,24345.27,24345.27,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1087,1,16140.0,16140.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mitter, Sawhney and Luthra",Hotels,Partnership,Madras,Tamil Nadu,SUSPENDED,2381.71,7011.0,1,1,0,5.776643671983575,5.776643671983575
MCH1089,2,0.2635347,0.13176735,2,2,0,0,0,0.0,0.0,0.0,1.0,542.9,0.0,0.0,0.5,RANDHAWA-BARAD,BOOKS_STATIONERY,INDIVIDUAL,Jalandhar,Punjab,ACTIVE,8714.78,5942.0,1,0,0,-0.9999848800141828,0.9999848800141828
MCH1090,1,13660.74,13660.74,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1091,3,48599.71000000001,16199.903333333335,3,3,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1092,1,7957.06,7957.06,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1093,5,75956.00987770001,15191.201975540002,5,3,2,1,0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,"dubey, uppal and bhatt",FOOD_SERVICES,PRIVATE_LIMITED,Poona,Maharashtra,INACTIVE,4005.67,5812.0,1,0,0,2.7924247318276345,2.7924247318276345
MCH1094,3,13282.93,4427.643333333333,3,2,0,0,0,0.0,0.0,0.0,1.0,565.73,0.0,1.0,0.3333333333333333,,,,,,,,,0,0,0,,
MCH1095,2,39338.92,19669.46,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mander Group,phone service,PARTNERSHIP,kolkata,West Bengal,ACTIVE,1277.94,4814.0,1,0,0,14.391536378859728,14.391536378859728
MCH1096,4,50655.06,12663.765,4,2,2,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Subramanian-Prasad,Fashion,INDIVIDUAL,Hyd,Telangana,ACTIVE,8373.82,5699.0,1,0,0,0.5123044202048767,0.5123044202048767
MCH1097,1,3111.18,3111.18,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Narayan, Datta and Chowdhury",Other,INDIVIDUAL,LKO,Uttar Pradesh,ACTIVE,343.8,5999.0,1,0,0,8.049389179755671,8.049389179755671
MCH1098,1,6363.08,6363.08,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"raval, yadav and yogi",Hotel,Private Limited,Jaipur,Rajasthan,ACTIVE,0.181,7011.0,1,0,0,35154.13812154697,35154.13812154697
MCH1099,2,22656.600000000002,11328.300000000001,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1100,2,10763.7510648,5381.8755324,2,2,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,swamy inc,Retail,Partnership,Ludhiana,Punjab,INACTIVE,2008.22,5311.0,1,0,0,1.6799232815129816,1.6799232815129816
MCH1101,1,13714.54,13714.54,1,0,0,0,0,0.0,0.0,0.0,2.0,5055.03,0.0,0.0,2.0,Mangal Inc,Medical,individual,Madras,Tamil Nadu,ACTIVE,2025.16,5912.0,1,0,0,5.7720772679689505,5.7720772679689505
MCH1102,1,1393.44,1393.44,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1103,2,13854.54,6927.27,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1104,3,31265.120000000003,10421.706666666667,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chander LLC,Telecom,Private Limited,DELHI,Delhi,ACTIVE,778.62,4814.0,1,0,0,12.384843269716507,12.384843269716507
MCH1105,1,22150.58,22150.58,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1106,3,25384.01,8461.336666666666,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Agrawal, Ganguly and Kalla",Grocery Stores,Private Limited,Delhi,Delhi,ACTIVE,1100.28,5411.0,1,0,0,6.690166745434495,6.690166745434495
MCH1107,3,35489.62,11829.873333333335,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1108,5,55267.72,11053.544,5,3,1,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1109,3,-10060.71,-3353.5699999999997,3,2,0,0,1,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,Solanki Ltd,Department Stores,PARTNERSHIP,MUMBAI,Maharashtra,ACTIVE,1262.18,3110.0,1,0,0,-3.6569665182462088,3.6569665182462088
MCH1110,3,30346.592115,10115.530705,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1111,1,0.2189258,0.2189258,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1112,3,32579.400111299998,10859.8000371,3,1,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1113,7,91459.25,13065.607142857143,7,3,1,0,0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1114,3,32360.510000000002,10786.836666666668,3,2,0,1,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1115,4,54465.7,13616.425,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nadkarni LLC,transprt,Partnership,Jalandhar,Punjab,ACTIVE,0.6943,4131.0,1,0,0,19610.73124009794,19610.73124009794
MCH1116,5,45879.0742763,9175.81485526,5,4,2,0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1117,2,39623.86,19811.93,2,1,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1118,3,45832.64,15277.546666666667,3,2,1,1,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,ChokshiInc,Transport,PARTNERSHIP,Jalandar,Punjab,ACTIVE,590.75,4131.0,1,0,0,24.861272393849628,24.861272393849628
MCH1119,4,50475.4652048,12618.8663012,4,3,1,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1120,1,9117.03,9117.03,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1121,2,21227.04,10613.52,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1122,1,3433.0,3433.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Rana, Choudhury and Garde",Medical,PARTNERSHIP,LDH,Punjab,ACTIVE,4792.92,5912.0,1,0,0,-0.2837351760513424,0.2837351760513424
MCH1123,1,8786.91,8786.91,1,1,0,0,0,0.0,0.0,0.0,1.0,0.74,0.0,0.0,1.0,,,,,,,,,0,0,0,,
MCH1126,2,23002.649999999998,11501.324999999999,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1127,7,77151.225548,11021.603649714287,7,3,1,2,0,0.14285714285714285,0.2857142857142857,0.0,1.0,0.0,1.0,0.0,0.14285714285714285,,,,,,,,,0,0,0,,
MCH1128,2,645.555863,322.7779315,2,1,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natt-Keer,Retail Other,SOLE-PROPRIETOR,Hyd,Telangana,ACTIVE,1028.32,5999.0,1,0,0,-0.6861113938268243,0.6861113938268243
MCH1129,4,25761.375236,6440.343809,4,3,1,0,1,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,,
MCH1130,2,28180.04,14090.02,2,1,0,0,0,0.0,0.0,0.0,1.0,-7727.83,0.0,0.0,0.5,Bhargava-Dara,Department Store,INDIVIDUAL,Amritsar,Punjab,ACTIVE,2188.62,5311.0,1,0,0,5.437855817821276,5.437855817821276
MCH1132,2,18170.32,9085.16,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheema Inc,Retail Other,SOLE_PROPRIETOR,Ludhiana,Punjab,ACTIVE,,5999.0,1,0,0,,
