user_id,txn_count,total_transaction_value,avg_transaction_value,median_transaction_value,unique_merchants,unique_mcc,failed_txn_count,pending_txn_count,negative_amount_count,failed_txn_rate,pending_txn_rate,negative_amount_rate,chargeback_count,chargeback_amount,critical_chargeback_count,high_chargeback_count,chargeback_rate,kyc_status,risk_segment,pan_valid_flag,aadhaar_valid_flag,aadhaar_masked_flag,monthly_income,city,state,kyc_match_flag,kyc_verified_flag,kyc_high_risk_flag,txn_count_percentile,transaction_value_percentile,merchant_diversity_percentile,high_failure_behavior_flag,high_pending_behavior_flag,negative_amount_behavior_flag,high_chargeback_behavior_flag,critical_chargeback_flag,kyc_risk_signal,identity_quality_risk,user_risk_score,risk_band,ml_anomaly_prediction,ml_decision_score,ml_anomaly_percentile,ml_anomaly_flag,ml_anomaly_band,network_merchant_count,network_transaction_count,network_total_amount,network_chargeback_count,avg_relationship_risk,max_relationship_risk,network_chargeback_rate,degree,component_id,network_activity_score,suspicious_component_flag,unified_user_risk_score,unified_user_risk_band,investigation_reasons
USR10075,1,6711.68,6711.68,6711.68,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.315135921243987,0.4454357310661148,0,0,0,0,0,1,1.0,30.7,MEDIUM,1,0.336443,90.93,0,MEDIUM,1,1,6711.68,0,20.7,20.7,0.0,1,19,30.09,1,45.15,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10078,1,13714.99,13714.99,13714.99,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,HIGH,1.0,1.0,0.0,,Bangalore,Karnataka,1,1,1,0.4454357310661148,0.5555990602975724,0.4454357310661148,0,0,0,0,0,1,0.0,22.51,LOW,1,0.208271,32.21,0,LOW,1,1,13714.99,0,21.56,21.56,0.0,1,20,40.34,0,25.01,MEDIUM,NO_MAJOR_SIGNAL
USR10082,1,22723.1,22723.1,22723.1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.8748741469963083,0.4454357310661148,0,0,0,0,0,1,1.0,34.9,MEDIUM,1,0.327092,63.85,0,LOW,1,1,22723.1,0,30.26,30.26,0.0,1,21,54.72,1,45.46,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10085,2,16240.68,8120.34,8120.34,2,1,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,1.0,0.0,,Hyd,Telangana,1,1,0,0.94110079427229,0.6420181228325316,0.94110079427229,0,1,0,0,0,0,0.0,16.87,LOW,1,0.169301,17.16,0,LOW,2,2,16240.68,0,19.95,20.91,0.0,2,22,65.72,1,26.28,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10086,1,12874.26,12874.26,12874.26,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,REJECTED,LOW,1.0,1.0,0.0,29650.0,Bangalore,Karnataka,1,0,0,0.4454357310661148,0.5271842487974047,0.4454357310661148,0,0,0,0,0,1,0.0,22.29,LOW,1,0.209411,33.01,0,LOW,1,1,12874.26,1,53.7,53.7,1.0,1,23,39.07,1,33.14,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
USR10088,1,3809.97,3809.97,3809.97,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,26367.0,LDH,Punjab,1,1,0,0.4454357310661148,0.2185926837453854,0.4454357310661148,0,0,0,0,0,0,0.0,4.98,LOW,1,0.188801,21.34,0,LOW,1,1,3809.97,1,43.85,43.85,1.0,1,24,26.1,1,19.0,LOW,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
USR10094,1,8987.24,8987.24,8987.24,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.3916545474885334,0.4454357310661148,0,0,0,0,0,1,1.0,31.28,MEDIUM,1,0.33684,92.17,0,MEDIUM,1,1,8987.24,0,21.38,21.38,0.0,1,25,33.27,1,46.1,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10100,1,20357.0,20357.0,20357.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.7900212551739568,0.4454357310661148,0,0,0,0,0,1,1.0,34.27,MEDIUM,1,0.332231,72.39,0,LOW,1,1,20357.0,0,27.79,27.79,0.0,1,26,50.82,1,46.19,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10104,1,18458.04,18458.04,18458.04,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.7234030652198232,0.4454357310661148,0,0,0,0,0,1,1.0,33.77,MEDIUM,1,0.33286,74.64,0,LOW,1,1,18458.04,0,27.25,27.25,0.0,1,27,47.76,1,46.0,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10107,1,22698.19,22698.19,22698.19,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.8735317149569303,0.4454357310661148,1,0,0,0,0,1,1.0,54.89,HIGH,1,0.131516,7.22,0,LOW,1,1,22698.19,0,47.49,47.49,0.0,1,28,54.67,1,46.85,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10110,1,13924.46,13924.46,13924.46,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.5624230898310772,0.4454357310661148,0,0,0,0,0,1,1.0,32.56,MEDIUM,1,0.33758,95.39,0,HIGH,1,1,13924.46,0,23.66,23.66,0.0,1,29,40.64,1,48.42,MEDIUM,ML_ANOMALY|SUSPICIOUS_NETWORK_COMPONENT
USR10111,1,18111.68,18111.68,18111.68,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.7114889808703434,0.4454357310661148,0,0,0,0,0,1,1.0,33.68,MEDIUM,1,0.33316,75.94,0,LOW,1,1,18111.68,0,26.18,26.18,0.0,1,30,47.21,1,46.05,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10119,1,0.58609,0.58609,0.58609,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.0737778274974829,0.4454357310661148,0,0,0,0,0,1,1.0,28.89,MEDIUM,1,0.30919,50.67,0,LOW,1,1,0.58609,0,16.79,16.79,0.0,1,31,20.29,0,29.73,MEDIUM,NO_MAJOR_SIGNAL
USR10125,1,10766.24,10766.24,10766.24,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.4527911399485401,0.4454357310661148,0,0,0,0,0,1,1.0,31.74,MEDIUM,1,0.335853,88.5,0,MEDIUM,1,1,10766.24,0,25.1,25.1,0.0,1,32,35.88,1,46.26,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10128,2,3275.9500000000007,1637.9750000000004,1637.9750000000004,2,1,1,0,1,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.2011970019017787,0.94110079427229,1,0,1,0,0,1,1.0,48.57,MEDIUM,1,0.009586,3.18,0,LOW,2,2,32614.31,0,35.855,43.26,0.0,2,33,82.82,1,44.22,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10134,1,1750.45,1750.45,1750.45,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.1482828056829623,0.4454357310661148,0,0,0,0,0,1,1.0,29.45,MEDIUM,1,0.32171,56.7,0,LOW,1,1,1750.45,0,16.33,16.33,0.0,1,34,23.26,0,31.5,MEDIUM,NO_MAJOR_SIGNAL
USR10142,1,23295.4,23295.4,23295.4,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.8936681955476004,0.4454357310661148,0,0,0,0,0,1,1.0,35.04,MEDIUM,1,0.325138,62.12,0,LOW,1,1,23295.4,0,30.45,30.45,0.0,1,35,55.61,1,45.3,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10143,2,14790.13,7395.065,7395.065,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,20853.0,Mumbai,Maharashtra,1,1,0,0.94110079427229,0.5920684640340083,0.94110079427229,0,0,0,0,0,0,0.0,11.5,LOW,1,0.174721,18.77,0,LOW,2,2,14790.130000000001,0,19.09,20.97,0.0,2,36,63.48,1,23.34,LOW,SUSPICIOUS_NETWORK_COMPONENT
USR10147,1,12485.3,12485.3,12485.3,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.5123056270276317,0.4454357310661148,1,0,0,0,0,1,1.0,52.18,HIGH,1,0.18714,21.14,0,LOW,1,1,12485.3,0,43.38,43.38,0.0,1,37,38.44,1,46.11,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10156,1,4524.57,4524.57,4524.57,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.241358093746504,0.4454357310661148,0,0,0,0,0,1,1.0,30.15,MEDIUM,1,0.331464,68.77,0,LOW,1,1,4524.57,0,19.5,19.5,0.0,1,38,27.05,1,39.99,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10159,1,3524.93,3524.93,3524.93,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.2095872021478912,0.4454357310661148,0,0,0,0,0,1,1.0,29.91,MEDIUM,1,0.325377,62.59,0,LOW,1,1,3524.93,0,19.15,19.15,0.0,1,39,25.71,1,38.45,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10160,1,13850.23,13850.23,13850.23,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.5601297684304732,0.4454357310661148,0,1,0,0,0,1,1.0,42.54,MEDIUM,1,0.241085,39.88,0,LOW,1,1,13850.23,0,27.08,27.08,0.0,1,40,40.54,1,43.14,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10162,1,22520.0,22520.0,22520.0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.867322966774807,0.4454357310661148,1,0,0,0,0,1,1.0,54.85,HIGH,1,0.13418,7.34,0,LOW,1,1,22520.0,0,47.78,47.78,0.0,1,41,54.36,1,46.85,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10168,1,12265.35,12265.35,12265.35,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNDER_REVIEW,LOW,1.0,1.0,0.0,11.3,BLR,Karnataka,1,0,0,0.4454357310661148,0.5049222508110527,0.4454357310661148,0,0,0,0,0,1,0.0,22.13,LOW,1,0.209754,33.12,0,LOW,1,1,12265.35,0,21.55,21.55,0.0,1,42,38.12,1,29.76,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10186,1,10108.71,10108.71,10108.71,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.4292426445911175,0.4454357310661148,0,0,0,0,0,1,1.0,31.56,MEDIUM,1,0.334245,79.0,0,LOW,1,1,10108.71,0,20.94,20.94,0.0,1,43,34.88,0,38.74,MEDIUM,NO_MAJOR_SIGNAL
USR10190,2,32165.69,16082.845,16082.845,2,1,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.9769549166573442,0.94110079427229,1,0,0,0,0,1,1.0,59.39,HIGH,1,0.091042,5.36,0,LOW,2,2,32165.690000000002,0,45.15,49.51,0.0,2,44,82.66,1,51.52,HIGH,SUSPICIOUS_NETWORK_COMPONENT
USR10191,1,17880.97,17880.97,17880.97,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.7022597605996197,0.4454357310661148,0,0,0,0,0,1,1.0,33.61,MEDIUM,1,0.333161,76.13,0,LOW,1,1,17880.97,1,57.1,57.1,1.0,1,45,46.84,1,49.11,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
USR10193,1,4545.0,4545.0,4545.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.2423089831077301,0.4454357310661148,0,0,0,0,0,1,1.0,30.16,MEDIUM,1,0.331442,68.69,0,LOW,1,1,4545.0,0,20.81,20.81,0.0,1,46,27.09,1,40.12,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10195,1,6109.15,6109.15,6109.15,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.2949435059850095,0.4454357310661148,0,0,0,0,0,1,1.0,30.55,MEDIUM,1,0.334702,81.72,0,MEDIUM,1,1,6109.15,0,19.55,19.55,0.0,1,47,29.26,1,43.03,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10196,1,19600.08,19600.08,19600.08,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.7637878957377783,0.4454357310661148,0,0,0,0,0,1,1.0,34.07,MEDIUM,1,0.333636,77.5,0,LOW,1,1,19600.08,0,28.71,28.71,0.0,1,48,49.61,1,47.07,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10197,1,7997.26,7997.26,7997.26,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.3567513144647052,0.4454357310661148,0,0,0,0,0,1,1.0,31.02,MEDIUM,1,0.336185,89.99,0,MEDIUM,1,1,7997.26,0,21.41,21.41,0.0,1,49,31.83,1,45.38,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10201,1,-22603.66,-22603.66,-22603.66,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.870679046873252,0.4454357310661148,0,0,1,0,0,1,1.0,44.87,MEDIUM,1,0.012712,3.42,0,LOW,1,1,22603.66,0,30.38,30.38,0.0,1,50,54.51,1,38.85,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10207,1,13800.2,13800.2,13800.2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.5586754670544803,0.4454357310661148,0,0,0,0,0,1,1.0,32.53,MEDIUM,1,0.33779,96.09,0,HIGH,1,1,13800.2,0,25.06,25.06,0.0,1,51,40.47,1,48.66,MEDIUM,ML_ANOMALY|SUSPICIOUS_NETWORK_COMPONENT
USR10208,1,20901.14,20901.14,20901.14,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.809094977066786,0.4454357310661148,0,0,0,0,0,1,1.0,34.41,MEDIUM,1,0.33179,70.2,0,LOW,1,1,20901.14,0,28.18,28.18,0.0,1,52,51.69,1,45.95,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10226,1,21819.53,21819.53,21819.53,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.8413133460118581,0.4454357310661148,0,1,0,0,0,1,1.0,44.65,MEDIUM,1,0.21759,37.85,0,LOW,1,1,21819.53,0,31.48,31.48,0.0,1,53,53.16,1,45.59,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10250,1,0.486188,0.486188,0.486188,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.0697505313793489,0.4454357310661148,0,0,0,0,0,1,1.0,28.86,MEDIUM,1,0.30842,50.3,0,LOW,1,1,0.486188,0,14.62,14.62,0.0,1,54,20.13,0,29.41,MEDIUM,NO_MAJOR_SIGNAL
USR10255,1,5747.66,5747.66,5747.66,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.2820225976059962,0.4454357310661148,0,0,0,0,0,1,1.0,30.46,MEDIUM,1,0.334442,79.65,0,LOW,1,1,5747.66,0,19.41,19.41,0.0,1,55,28.71,1,42.5,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR10259,1,0.214513,0.214513,0.214513,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.0456426893388522,0.4454357310661148,0,0,0,0,0,1,1.0,28.68,MEDIUM,1,0.298494,48.76,0,LOW,1,1,0.214513,0,14.52,14.52,0.0,1,56,19.18,1,33.9,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
