merchant_id,txn_count,total_transaction_value,avg_transaction_value,unique_users,unique_mcc,failed_txn_count,pending_txn_count,negative_amount_count,failure_rate,pending_rate,negative_amount_rate,chargeback_count,chargeback_amount,critical_chargeback_count,high_chargeback_count,chargeback_rate,merchant_name,merchant_category,business_type,merchant_city,merchant_state,merchant_status,declared_avg_ticket_size,master_mcc,merchant_match_flag,suspended_flag,blocked_flag,ticket_deviation,ticket_deviation_abs,txn_count_percentile,user_count_percentile,transaction_value_percentile,high_failure_flag,high_pending_flag,negative_transaction_flag,high_chargeback_flag,critical_chargeback_flag,inactive_flag,ticket_deviation_risk,user_to_txn_ratio,high_user_concentration_flag,merchant_risk_score,risk_band,ml_anomaly_prediction,ml_decision_score,ml_anomaly_percentile,ml_anomaly_flag,ml_anomaly_band
MCH1014,1,17338.71,17338.71,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Agate, Saxena and Pandit",Department Store,partnership,Jalandar,Punjab,ACTIVE,1096.96,5311.0,1,0,0,14.806146076429403,14.806146076429403,0.133461681778661,0.133461681778661,0.3496460067072413,0,1,0,0,0,0,6.913660082205827e-05,1.0,0,12.42,LOW,1,0.055563,6.68,0,LOW
MCH1015,6,45381.28,7563.546666666666,6,4,0,0,1,0.0,0.0,0.1666666666666666,1.0,856.42,0.0,0.0,0.1666666666666666,Mannan-Subramaniam,Hotels,INDIVIDUAL,Hyd,Telangana,ACTIVE,-1116.83,7011.0,1,0,0,0.0,0.0,0.9825487517078624,0.9825487517078624,0.8379083343684014,0,0,1,1,0,0,0.0,1.0,1,14.94,LOW,1,0.05935,7.15,0,LOW
MCH1016,2,1.0517406,0.5258703,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mangat, Som and Deshmukh",BOOKS_STATIONERY,INDIVIDUAL,pune,Maharashtra,SUSPENDED,756.28,5942.0,1,1,0,-0.99930466189771,0.99930466189771,0.4191404794435474,0.4191404794435474,0.0255868836169419,0,0,0,0,0,0,4.666205989905039e-06,1.0,0,12.22,LOW,1,0.264173,64.71,0,LOW
MCH1017,1,18198.36,18198.36,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.36927089802509,0,0,0,0,0,0,0.0,1.0,0,2.51,LOW,1,0.266563,68.32,0,LOW
MCH1019,3,26714.651616,8904.883872,3,3,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iyer-Thaker,Clothing,Partnership,Kolkata,West Bengal,ACTIVE,0.0,5699.0,1,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.582287914544777,1,0,0,0,0,0,0.0,1.0,0,13.0,LOW,1,0.215168,46.66,0,LOW
MCH1020,2,9440.4447216,4720.2223608,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Garg-Kale,transprt,sole_proprietor,ASR,Punjab,ACTIVE,1015.68,4131.0,1,0,0,3.647351883270321,3.647351883270321,0.4191404794435474,0.4191404794435474,0.1802260588746739,0,0,0,0,0,0,1.703113760390874e-05,1.0,0,3.0,LOW,1,0.268737,72.36,0,LOW
MCH1021,3,61852.69,20617.56333333333,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Naik-Karpe,Grocery,sole_proprietor,mumbai,Maharashtra,ACTIVE,2341.57,5411.0,1,0,0,7.805016861906044,7.805016861906044,0.684076512234505,0.684076512234505,0.939883244317476,0,0,0,0,0,0,3.644515813943415e-05,1.0,0,8.12,LOW,1,0.270954,81.28,0,MEDIUM
MCH1022,2,14709.3806544,7354.6903272,2,2,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ramesh-Bhat,Other,PRIVATE-LIMITED,HYDERABAD,Telangana,ACTIVE,3026.17,,1,0,0,1.4303625794981776,1.4303625794981776,0.4191404794435474,0.4191404794435474,0.2903987082350018,1,0,0,0,0,0,6.679010606750893e-06,1.0,0,13.55,LOW,1,0.187533,35.83,0,LOW
MCH1023,3,30027.844833,10009.281611,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.6350763880263322,0,0,0,0,0,0,0.0,1.0,0,6.6,LOW,1,0.272134,87.38,0,MEDIUM
MCH1024,2,22788.01,11394.005,2,1,0,0,0,0.0,0.0,0.0,1.0,741.15,0.0,0.0,0.5,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.4900012420817289,0,0,0,1,0,0,0.0,1.0,0,17.05,LOW,1,0.181829,33.1,0,LOW
MCH1025,4,57906.43,14476.6075,4,3,1,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.8575332256862501,0.8575332256862501,0.9228667246304808,1,0,0,0,0,0,0.0,1.0,0,13.9,LOW,1,0.220099,48.89,0,LOW
MCH1026,4,45325.67,11331.4175,4,3,1,0,0,0.25,0.0,0.0,1.0,3784.33,0.0,0.0,0.25,,,,,,,0.0,,0,0,0,0.0,0.0,0.8575332256862501,0.8575332256862501,0.8374115016768103,1,0,0,1,0,0,0.0,1.0,0,19.72,LOW,1,0.13424,20.12,0,LOW
MCH1027,1,21815.44,21815.44,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.4624270276984225,0,1,0,0,0,0,0.0,1.0,0,12.98,LOW,1,0.071627,9.11,0,LOW
MCH1028,1,5284.29,5284.29,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.108433734939759,0,0,0,0,0,0,0.0,1.0,0,1.21,LOW,1,0.259891,60.08,0,LOW
MCH1029,1,1513.0,1513.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.0473233138740529,0,0,0,0,0,0,0.0,1.0,0,0.9,LOW,1,0.254562,55.96,0,LOW
MCH1030,3,4072.67,1357.5566666666666,3,2,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.087318345547137,1,0,0,0,0,0,0.0,1.0,0,10.52,LOW,1,0.20196,41.34,0,LOW
MCH1031,1,0.2179008,0.2179008,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.0120481927710843,0,0,0,0,0,0,0.0,1.0,0,0.73,LOW,1,0.247624,53.37,0,LOW
MCH1032,3,44604.15,14868.05,3,3,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nori-Nigam,Hotels,SOLE_PROPRIETOR,pune,Maharashtra,ACTIVE,652.29,7011.0,1,0,0,21.793619402413043,21.793619402413043,0.684076512234505,0.684076512234505,0.8283443050552727,1,0,0,0,0,0,0.0001017642779771,1.0,0,14.23,LOW,1,0.199016,41.03,0,LOW
MCH1033,3,42284.92,14094.973333333332,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sidhu and Sons,phone service,individual,Jalandhar,Punjab,ACTIVE,1871.48,4814.0,1,0,0,6.531458168579591,6.531458168579591,0.684076512234505,0.684076512234505,0.8044963358588996,0,0,0,0,0,0,3.049833588403689e-05,1.0,0,7.44,LOW,1,0.272218,88.06,0,MEDIUM
MCH1034,2,9679.1,4839.55,2,1,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEVI-CHAUDHARI,Hospitality,private_limited,DELHI,Delhi,ACTIVE,243.38,7011.0,1,0,0,18.884748130495524,18.884748130495524,0.4191404794435474,0.4191404794435474,0.1846975530989939,1,0,0,0,0,0,8.818144076004149e-05,1.0,0,13.02,LOW,1,0.172319,28.97,0,LOW
MCH1035,3,39992.83,13330.943333333336,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Minhas-Khatri,Restaurants,SOLE-PROPRIETOR,Mumbay,Maharashtra,ACTIVE,5777.68,8120.0,1,0,0,1.30731770076109,1.30731770076109,0.684076512234505,0.684076512234505,0.7780399950316731,0,0,0,0,0,0,6.104458348483826e-06,1.0,0,7.31,LOW,1,0.273028,95.72,0,HIGH
MCH1036,3,33640.770000000004,11213.590000000002,3,3,0,1,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.6919637312135138,0,1,0,0,0,0,0.0,1.0,0,10.21,LOW,1,0.212965,45.15,0,LOW
MCH1037,3,47725.25,15908.416666666666,3,1,0,0,0,0.0,0.0,0.0,1.0,671.14,0.0,0.0,0.3333333333333333,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.862625760775059,0,0,0,1,0,0,0.0,1.0,0,16.07,LOW,1,0.195679,40.58,0,LOW
MCH1038,3,52771.18,17590.393333333333,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.8977766737051298,0,0,0,0,0,0,0.0,1.0,0,7.91,LOW,1,0.272402,91.56,0,MEDIUM
MCH1039,3,29255.44,9751.813333333334,3,2,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lal-Barad,TELECOM,SOLE_PROPRIETOR,LKO,Uttar Pradesh,ACTIVE,3062.03,4814.0,1,0,0,2.184754340530084,2.184754340530084,0.684076512234505,0.684076512234505,0.6211650726617811,1,0,0,0,0,0,1.0201607356552126e-05,1.0,0,13.19,LOW,1,0.211277,44.12,0,LOW
MCH1040,1,4889.06,4889.06,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Krishnan and S0ns,kirana,sole_proprietor,Jalandar,Punjab,ACTIVE,1030.03,5411.0,1,0,0,3.74652194596274,3.74652194596274,0.133461681778661,0.133461681778661,0.1020991181219724,0,0,0,0,0,0,1.749420753463022e-05,1.0,0,1.18,LOW,1,0.255248,56.28,0,LOW
MCH1041,6,35096.200000000004,5849.366666666668,6,4,0,0,1,0.0,0.0,0.1666666666666666,1.0,0.3544,0.0,0.0,0.1666666666666666,Pat1a-S0m,Fashion,private_limited,kolkata,West Bengal,ACTIVE,3701.53,,1,0,0,0.5802564525119794,0.5802564525119794,0.9825487517078624,0.9825487517078624,0.7107191653210782,0,0,1,1,0,0,2.7094801391706108e-06,1.0,1,14.3,LOW,1,0.055109,6.65,0,LOW
MCH1042,3,26085.81,8695.27,3,2,0,1,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.5708607626381816,0,1,0,0,0,0,0.0,1.0,0,9.61,LOW,1,0.210655,43.85,0,LOW
MCH1043,5,79534.9,15906.98,5,4,0,0,0,0.0,0.0,0.0,1.0,1143.89,0.0,0.0,0.2,,,,,,,0.0,,0,0,0,0.0,0.0,0.9454105080114272,0.9454105080114272,0.9852192274251644,0,0,0,1,0,0,0.0,1.0,0,14.65,LOW,1,0.18565,35.34,0,LOW
MCH1044,3,34051.96,11350.653333333334,3,2,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,"Jha, Salvi and Setty",Retail,Partnership,HYDERABAD,Telangana,ACTIVE,1084.93,5311.0,1,0,0,9.462106618245723,9.462106618245723,0.684076512234505,0.684076512234505,0.6964352254378338,1,1,0,0,0,0,4.418286060562557e-05,1.0,0,23.57,LOW,1,0.01657,4.06,0,LOW
MCH1045,2,24683.96,12341.98,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.5424170910445907,0,0,0,0,0,0,0.0,1.0,0,4.81,LOW,1,0.272979,95.52,0,HIGH
MCH1046,1,6901.43,6901.43,1,1,0,0,0,0.0,0.0,0.0,1.0,14999.55,0.0,0.0,1.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.1356353248043721,0,0,0,1,0,0,0.0,1.0,0,26.35,MEDIUM,1,0.162412,26.23,0,LOW
MCH1047,2,16082.83,8041.415,2,1,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rana-Aurora,Telecom,Partnership,Bangalore,Karnataka,ACTIVE,1003.46,4814.0,1,0,0,7.01368764076296,7.01368764076296,0.4191404794435474,0.4191404794435474,0.3228170413613215,1,0,0,0,0,0,3.275008366167422e-05,1.0,0,13.71,LOW,1,0.182776,34.36,0,LOW
MCH1048,1,22101.1,22101.1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.4707489752825736,0,0,0,0,0,0,0.0,1.0,0,3.02,LOW,1,0.271042,82.08,0,MEDIUM
MCH1049,3,48368.15,16122.716666666667,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.8692087939386411,0,0,0,0,0,0,0.0,1.0,0,7.77,LOW,1,0.272253,89.36,0,MEDIUM
MCH1050,1,556.07,556.07,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trivedi-Zachariah,Apparel,Sole Proprietor,Jaipur,Rajasthan,ACTIVE,2479.88,5699.0,1,0,0,-0.7757673758407664,0.7757673758407664,0.133461681778661,0.133461681778661,0.0349024965842752,0,0,0,0,0,0,3.6224091750425903e-06,1.0,0,0.84,LOW,1,0.24748,53.24,0,LOW
MCH1051,1,19086.9,19086.9,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.3933672835672587,1,0,0,0,0,0,0.0,1.0,0,22.63,LOW,1,0.074023,9.69,0,LOW
MCH1052,5,62222.29,12444.458,5,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.9454105080114272,0.9454105080114272,0.9414979505651472,0,0,0,0,0,0,0.0,1.0,0,9.43,LOW,1,0.272228,88.8,0,MEDIUM
MCH1053,4,44870.2424191,11217.560604775,4,3,1,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"gera, grover and sehgal",Mobile Recharge,Individual,Amritsar,Punjab,ACTIVE,-708.11,4814.0,1,0,0,0.0,0.0,0.8575332256862501,0.8575332256862501,0.8304558439945349,1,0,0,0,0,0,0.0,1.0,0,13.44,LOW,1,0.221879,49.71,0,LOW
MCH1054,4,65716.24,16429.06,4,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheema Ltd,Department Store,PRIVATE-LIMITED,Pune,Maharashtra,ACTIVE,868.09,5311.0,1,0,0,17.925526155122167,17.925526155122167,0.8575332256862501,0.8575332256862501,0.9560303067941872,0,0,0,0,0,0,8.37023989844975e-05,1.0,0,9.07,LOW,1,0.268374,70.98,0,LOW
MCH1055,2,27225.28,13612.64,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dhingra-Kapoor,Retail,partnership,BLR,Karnataka,ACTIVE,-770.74,5311.0,1,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.5913551111663148,0,0,0,0,0,0,0.0,1.0,0,5.05,LOW,1,0.273121,96.19,0,HIGH
MCH1056,2,25903.17,12951.585,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mital-Jhaveri,Department Stores,PARTNERSHIP,ASR,Punjab,ACTIVE,5938.05,5311.0,1,0,0,1.1811175385858994,1.1811175385858994,0.4191404794435474,0.4191404794435474,0.5678797664886349,0,0,0,0,0,0,5.515172643010813e-06,1.0,0,4.94,LOW,1,0.270827,80.25,0,MEDIUM
MCH1057,3,-3004.0,-1001.3333333333334,3,1,1,0,1,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.0701776176872438,1,0,1,0,0,0,0.0,1.0,0,13.77,LOW,1,0.064683,7.74,0,LOW
MCH1058,4,26829.1901967,6707.297549174999,4,2,1,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Vyas,VirkandDatta",DEPT_STORE,partnership,Poona,Maharashtra,ACTIVE,1504.39,5311.0,1,0,0,3.4584832052692445,3.4584832052692445,0.8575332256862501,0.8575332256862501,0.5842752453111415,1,0,0,0,0,0,1.6149224219335458e-05,1.0,0,12.21,LOW,1,0.216042,46.98,0,LOW
MCH1059,3,45995.04,15331.68,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.8458576574338591,0,0,0,0,0,0,0.0,1.0,0,7.65,LOW,1,0.272795,94.13,0,MEDIUM
MCH1060,1,14301.09,14301.09,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Subramaniam, Rama and Contractor",Transport,individual,HYDERABAD,Telangana,ACTIVE,0.48,4131.0,1,0,0,29792.937500000004,29792.937500000004,0.133461681778661,0.133461681778661,0.2807104707489752,0,0,0,0,0,0,0.1391167165730652,1.0,0,4.16,LOW,1,0.153305,23.36,0,LOW
MCH1061,3,23437.1134512,7812.371150399999,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.5077630108061111,0,0,0,0,0,0,0.0,1.0,0,5.96,LOW,1,0.272146,87.47,0,MEDIUM
MCH1062,2,16069.170000000002,8034.585000000001,2,2,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.3224444168426282,0,1,0,0,0,0,0.0,1.0,0,8.71,LOW,1,0.171108,28.55,0,LOW
MCH1063,2,37797.42,18898.71,2,1,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Samra, Sur and Venkataraman",Retail Other,PRIVATE_LIMITED,Chennai,Tamil Nadu,ACTIVE,1297.7,5999.0,1,0,0,13.563234954149648,13.563234954149648,0.4191404794435474,0.4191404794435474,0.7476089926717178,1,0,0,0,0,0,6.333288595427448e-05,1.0,0,15.83,LOW,1,0.178096,30.68,0,LOW
MCH1064,4,69917.23,17479.3075,4,3,1,2,0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Mishra-Badami,Books,SOLE-PROPRIETOR,lucknow,Uttar Pradesh,ACTIVE,2393.66,5942.0,1,0,0,6.302335126960387,6.302335126960387,0.8575332256862501,0.8575332256862501,0.9690721649484536,1,1,0,0,0,0,2.9428456647009756e-05,1.0,0,19.13,LOW,1,0.083244,12.12,0,LOW
MCH1065,1,22612.8,22612.8,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.4850329151658179,0,0,0,0,0,0,0.0,1.0,0,3.09,LOW,1,0.270903,80.82,0,MEDIUM
MCH1066,3,22318.3316939,7439.443897966667,3,2,1,0,0,0.3333333333333333,0.0,0.0,1.0,2828.9,0.0,0.0,0.3333333333333333,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.4764625512358713,1,0,0,1,0,0,0.0,1.0,0,20.8,LOW,1,0.115526,15.81,0,LOW
MCH1067,1,7864.73,7864.73,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.1524034281455719,0,0,0,0,0,0,0.0,1.0,0,1.43,LOW,1,0.258937,58.83,0,LOW
MCH1068,3,26408.800000000003,8802.933333333334,3,2,0,1,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,Mall-Palan,Other,sole_proprietor,Jaipur,Rajasthan,ACTIVE,663.04,,1,0,0,12.27662483912484,12.27662483912484,0.684076512234505,0.684076512234505,0.5758290895540926,0,1,0,0,0,0,5.732512070078295e-05,1.0,0,9.63,LOW,1,0.198043,40.91,0,LOW
MCH1069,5,100072.17,20014.434,5,3,0,1,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.9454105080114272,0.9454105080114272,0.9980126692336356,0,1,0,0,0,0,0.0,1.0,0,11.72,LOW,1,0.218633,47.83,0,LOW
MCH1070,4,38695.4,9673.85,4,3,0,0,0,0.0,0.0,0.0,1.0,262.38,0.0,0.0,0.25,Pandya PLC,Misc Retail,Private Limited,chennai,Tamil Nadu,ACTIVE,1259.2,5999.0,1,0,0,6.682536531130876,6.682536531130876,0.8575332256862501,0.8575332256862501,0.7605266426530866,0,0,0,1,0,0,3.120378917286986e-05,1.0,0,14.34,LOW,1,0.181351,32.68,0,LOW
MCH1071,5,40513.8,8102.76,5,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShankarGroup,Hotel,INDIVIDUAL,MUMBAI,Maharashtra,ACTIVE,-389.19,7011.0,1,0,0,0.0,0.0,0.9454105080114272,0.9454105080114272,0.784250403676562,0,0,0,0,0,0,0.0,1.0,0,8.65,LOW,1,0.271996,86.32,0,MEDIUM
