user_id,txn_count,total_transaction_value,avg_transaction_value,median_transaction_value,unique_merchants,unique_mcc,failed_txn_count,pending_txn_count,negative_amount_count,failed_txn_rate,pending_txn_rate,negative_amount_rate,chargeback_count,chargeback_amount,critical_chargeback_count,high_chargeback_count,chargeback_rate,kyc_status,risk_segment,pan_valid_flag,aadhaar_valid_flag,aadhaar_masked_flag,monthly_income,city,state,kyc_match_flag,kyc_verified_flag,kyc_high_risk_flag,txn_count_percentile,transaction_value_percentile,merchant_diversity_percentile,high_failure_behavior_flag,high_pending_behavior_flag,negative_amount_behavior_flag,high_chargeback_behavior_flag,critical_chargeback_flag,kyc_risk_signal,identity_quality_risk,user_risk_score,risk_band
USR10147,1,12485.3,12485.3,12485.3,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.5123056270276317,0.4454357310661148,1,0,0,0,0,1,1.0,52.18,HIGH
USR10156,1,4524.57,4524.57,4524.57,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.24135809374650408,0.4454357310661148,0,0,0,0,0,1,1.0,30.15,MEDIUM
USR10159,1,3524.93,3524.93,3524.93,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.20958720214789126,0.4454357310661148,0,0,0,0,0,1,1.0,29.91,MEDIUM
USR10160,1,13850.23,13850.23,13850.23,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.5601297684304732,0.4454357310661148,0,1,0,0,0,1,1.0,42.54,MEDIUM
USR10162,1,22520.0,22520.0,22520.0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.867322966774807,0.4454357310661148,1,0,0,0,0,1,1.0,54.85,HIGH
USR10168,1,12265.35,12265.35,12265.35,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNDER_REVIEW,LOW,1.0,1.0,0.0,11.3,BLR,Karnataka,1,0,0,0.4454357310661148,0.5049222508110527,0.4454357310661148,0,0,0,0,0,1,0.0,22.13,LOW
USR10186,1,10108.71,10108.71,10108.71,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.42924264459111755,0.4454357310661148,0,0,0,0,0,1,1.0,31.56,MEDIUM
USR10190,2,32165.69,16082.845,16082.845,2,1,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.9769549166573442,0.94110079427229,1,0,0,0,0,1,1.0,59.39,HIGH
USR10191,1,17880.97,17880.97,17880.97,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.7022597605996197,0.4454357310661148,0,0,0,0,0,1,1.0,33.61,MEDIUM
USR10193,1,4545.0,4545.0,4545.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.24230898310773016,0.4454357310661148,0,0,0,0,0,1,1.0,30.16,MEDIUM
USR10195,1,6109.15,6109.15,6109.15,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.2949435059850095,0.4454357310661148,0,0,0,0,0,1,1.0,30.55,MEDIUM
USR10196,1,19600.08,19600.08,19600.08,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.7637878957377783,0.4454357310661148,0,0,0,0,0,1,1.0,34.07,MEDIUM
USR10197,1,7997.26,7997.26,7997.26,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.3567513144647052,0.4454357310661148,0,0,0,0,0,1,1.0,31.02,MEDIUM
USR10201,1,-22603.66,-22603.66,-22603.66,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.870679046873252,0.4454357310661148,0,0,1,0,0,1,1.0,44.87,MEDIUM
USR10207,1,13800.2,13800.2,13800.2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.5586754670544803,0.4454357310661148,0,0,0,0,0,1,1.0,32.53,MEDIUM
USR10208,1,20901.14,20901.14,20901.14,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.809094977066786,0.4454357310661148,0,0,0,0,0,1,1.0,34.41,MEDIUM
USR10226,1,21819.53,21819.53,21819.53,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.8413133460118581,0.4454357310661148,0,1,0,0,0,1,1.0,44.65,MEDIUM
USR10250,1,0.486188,0.486188,0.486188,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.06975053137934892,0.4454357310661148,0,0,0,0,0,1,1.0,28.86,MEDIUM
USR10255,1,5747.66,5747.66,5747.66,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.2820225976059962,0.4454357310661148,0,0,0,0,0,1,1.0,30.46,MEDIUM
USR10259,1,0.214513,0.214513,0.214513,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.04564268933885222,0.4454357310661148,0,0,0,0,0,1,1.0,28.68,MEDIUM
USR10261,1,3339.34,3339.34,3339.34,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,34259.0,lucknow,Uttar Pradesh,1,1,0,0.4454357310661148,0.20360219263899765,0.4454357310661148,0,0,0,0,0,0,0.0,4.87,LOW
USR10264,1,12910.67,12910.67,12910.67,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,MEDIUM,1.0,0.0,0.0,29708.0,Bengaluru,Karnataka,1,0,0,0.4454357310661148,0.5282470074952456,0.4454357310661148,0,0,0,0,0,1,0.5,27.3,MEDIUM
USR10270,1,8199.9,8199.9,8199.9,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.36379908267143973,0.4454357310661148,0,1,0,0,0,1,1.0,41.07,MEDIUM
USR10273,1,22701.38,22701.38,22701.38,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.8736435842935452,0.4454357310661148,0,0,0,0,0,1,1.0,34.89,MEDIUM
USR10276,1,22378.55,22378.55,22378.55,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.8624007159637543,0.4454357310661148,0,1,0,0,0,1,1.0,44.81,MEDIUM
USR10279,1,22194.96,22194.96,22194.96,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.8551851437520975,0.4454357310661148,0,0,0,0,0,1,1.0,34.75,MEDIUM
USR10286,1,0.1226706,0.1226706,0.1226706,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.008837677592571876,0.4454357310661148,0,0,0,0,0,1,1.0,28.41,MEDIUM
USR10288,1,11412.83,11412.83,11412.83,1,1,0,1,0,0.0,1.0,0.0,1.0,0.4655,0.0,0.0,1.0,VERIFIED,UNKNOWN,1.0,1.0,0.0,25270.0,jaipur,Rajasthan,1,1,0,0.4454357310661148,0.47628370063765524,0.4454357310661148,0,1,0,1,0,0,0.0,36.91,MEDIUM
USR10294,1,23537.44,23537.44,23537.44,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.9035686318380132,0.4454357310661148,0,0,0,0,0,1,1.0,35.12,MEDIUM
USR10295,1,18552.46,18552.46,18552.46,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.726591341313346,0.4454357310661148,0,0,0,0,0,1,1.0,33.79,MEDIUM
USR10301,1,23384.2,23384.2,23384.2,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.8975836223291196,0.4454357310661148,1,0,0,0,0,1,1.0,55.07,HIGH
USR10303,1,10374.25,10374.25,10374.25,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.43880747287168587,0.4454357310661148,0,0,0,0,0,1,1.0,31.63,MEDIUM
USR10317,1,20149.58,20149.58,20149.58,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,32899.0,HYDERABAD,Telangana,1,1,0,0.4454357310661148,0.7821904016109185,0.4454357310661148,0,0,0,0,0,0,0.0,9.21,LOW
USR10322,1,408.48,408.48,408.48,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.10375880971025842,0.4454357310661148,0,0,0,0,0,1,1.0,29.12,MEDIUM
USR10325,1,0.747411,0.747411,0.747411,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.08076966103591006,0.4454357310661148,0,0,0,0,0,1,1.0,28.95,MEDIUM
USR10326,1,8343.09,8343.09,8343.09,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,LOW,1.0,1.0,0.0,-10057.0,Amritsar,Punjab,1,0,0,0.4454357310661148,0.36844166014095536,0.4454357310661148,0,0,0,0,0,1,0.0,21.1,LOW
USR10330,1,24348.78,24348.78,24348.78,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.9327385613603312,0.4454357310661148,0,0,0,0,0,1,1.0,35.34,MEDIUM
USR10342,1,12275.27,12275.27,12275.27,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,UNKNOWN,1.0,1.0,0.0,34469.0,lucknow,Uttar Pradesh,1,1,0,0.4454357310661148,0.5051459894842824,0.4454357310661148,0,1,0,0,0,0,0.0,17.13,LOW
USR10347,1,13643.61,13643.61,13643.61,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,HIGH,1.0,1.0,0.0,12979.0,chennai,Tamil Nadu,1,1,1,0.4454357310661148,0.5527463922138942,0.4454357310661148,0,0,0,0,0,1,0.0,22.49,LOW
USR10349,1,3044.34,3044.34,3044.34,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,0.45629,Mumbai,Maharashtra,1,1,0,0.4454357310661148,0.1938136256851997,0.4454357310661148,0,0,0,0,0,0,0.0,4.79,LOW
USR10352,2,22999.2,11499.6,11499.6,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.8834880859156505,0.94110079427229,0,0,0,0,0,1,1.0,38.68,MEDIUM
USR10358,2,15541.923049,7770.961524499999,7770.961524499999,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.6184136928068017,0.94110079427229,0,0,0,0,0,1,1.0,36.7,MEDIUM
USR10363,1,5975.13,5975.13,5975.13,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,UNKNOWN,1.0,1.0,0.0,16604.0,jaipur,Rajasthan,1,1,0,0.4454357310661148,0.2895737778274975,0.4454357310661148,0,0,0,0,0,0,0.0,5.51,LOW
USR10364,2,10464.9961421,5232.498071049999,5232.498071049999,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.44171607562367154,0.94110079427229,0,0,0,0,0,1,1.0,35.37,MEDIUM
USR10365,1,10346.98,10346.98,10346.98,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.43802438751538203,0.4454357310661148,0,0,0,0,0,1,1.0,31.63,MEDIUM
USR10366,1,7052.81,7052.81,7052.81,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.32744154827161875,0.4454357310661148,0,0,0,0,0,1,1.0,30.8,MEDIUM
USR10369,1,8814.65,8814.65,8814.65,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,,Jalandhar,Punjab,1,1,0,0.4454357310661148,0.38499832195995076,0.4454357310661148,1,0,0,0,0,0,0.0,26.23,MEDIUM
USR10373,1,16722.14,16722.14,16722.14,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.6594138046761383,0.4454357310661148,1,0,0,0,0,1,1.0,53.29,HIGH
USR10378,2,18720.120000000003,9360.06,9360.06,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.7323526121490099,0.94110079427229,0,0,0,0,0,1,1.0,37.55,MEDIUM
USR10382,1,1117.86,1117.86,1117.86,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,16913.0,LDH,Punjab,1,1,0,0.4454357310661148,0.12758697840921804,0.4454357310661148,0,0,0,0,0,0,0.0,4.3,LOW
USR10385,1,0.1040056,0.1040056,0.1040056,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.001957713390759593,0.4454357310661148,0,0,0,0,0,1,1.0,28.36,MEDIUM
USR10391,1,21550.55,21550.55,21550.55,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.8321400604094418,0.4454357310661148,0,0,0,0,0,1,1.0,34.58,MEDIUM
USR10393,1,11108.38,11108.38,11108.38,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,HIGH,1.0,1.0,0.0,56752.0,DELHI,Delhi,1,1,1,0.4454357310661148,0.4661035910057053,0.4454357310661148,0,0,0,0,0,1,0.0,21.84,LOW
USR10396,1,3323.03,3323.03,3323.03,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.2030987806242309,0.4454357310661148,0,0,0,0,0,1,1.0,29.86,MEDIUM
