user_id,txn_count,total_transaction_value,avg_transaction_value,median_transaction_value,unique_merchants,unique_mcc,failed_txn_count,pending_txn_count,negative_amount_count,failed_txn_rate,pending_txn_rate,negative_amount_rate,chargeback_count,chargeback_amount,critical_chargeback_count,high_chargeback_count,chargeback_rate,kyc_status,risk_segment,pan_valid_flag,aadhaar_valid_flag,aadhaar_masked_flag,monthly_income,city,state,kyc_match_flag,kyc_verified_flag,kyc_high_risk_flag
USR10046,1,1094.88,1094.88,1094.88,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10055,1,13414.9,13414.9,13414.9,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10060,1,3756.23,3756.23,3756.23,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10061,1,5690.29,5690.29,5690.29,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10064,1,6814.96,6814.96,6814.96,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,UNKNOWN,1.0,1.0,0.0,,ludhiana,Punjab,1,0,0
USR10069,1,7005.63,7005.63,7005.63,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,1.0,0.0,49895.0,Mumbai,Maharashtra,1,1,0
USR10071,1,14301.02,14301.02,14301.02,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10074,2,33670.72,16835.36,16835.36,2,2,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10075,1,6711.68,6711.68,6711.68,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10078,1,13714.99,13714.99,13714.99,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,HIGH,1.0,1.0,0.0,,Bangalore,Karnataka,1,1,1
USR10082,1,22723.1,22723.1,22723.1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10085,2,16240.68,8120.34,8120.34,2,1,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,1.0,0.0,,Hyd,Telangana,1,1,0
USR10086,1,12874.26,12874.26,12874.26,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,REJECTED,LOW,1.0,1.0,0.0,29650.0,Bangalore,Karnataka,1,0,0
USR10088,1,3809.97,3809.97,3809.97,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,26367.0,LDH,Punjab,1,1,0
USR10094,1,8987.24,8987.24,8987.24,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10100,1,20357.0,20357.0,20357.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10104,1,18458.04,18458.04,18458.04,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10107,1,22698.19,22698.19,22698.19,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10110,1,13924.46,13924.46,13924.46,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10111,1,18111.68,18111.68,18111.68,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10119,1,0.58609,0.58609,0.58609,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10125,1,10766.24,10766.24,10766.24,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10128,2,3275.9500000000007,1637.9750000000004,1637.9750000000004,2,1,1,0,1,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10134,1,1750.45,1750.45,1750.45,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10142,1,23295.4,23295.4,23295.4,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10143,2,14790.130000000001,7395.0650000000005,7395.0650000000005,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,20853.0,Mumbai,Maharashtra,1,1,0
USR10147,1,12485.3,12485.3,12485.3,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10156,1,4524.57,4524.57,4524.57,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10159,1,3524.93,3524.93,3524.93,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10160,1,13850.23,13850.23,13850.23,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10162,1,22520.0,22520.0,22520.0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10168,1,12265.35,12265.35,12265.35,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNDER_REVIEW,LOW,1.0,1.0,0.0,11.3,BLR,Karnataka,1,0,0
USR10186,1,10108.71,10108.71,10108.71,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10190,2,32165.690000000002,16082.845000000001,16082.845000000001,2,1,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10191,1,17880.97,17880.97,17880.97,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10193,1,4545.0,4545.0,4545.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10195,1,6109.15,6109.15,6109.15,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10196,1,19600.08,19600.08,19600.08,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10197,1,7997.26,7997.26,7997.26,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10201,1,-22603.66,-22603.66,-22603.66,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10207,1,13800.2,13800.2,13800.2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10208,1,20901.14,20901.14,20901.14,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10226,1,21819.53,21819.53,21819.53,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10250,1,0.486188,0.486188,0.486188,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10255,1,5747.66,5747.66,5747.66,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10259,1,0.214513,0.214513,0.214513,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10261,1,3339.34,3339.34,3339.34,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,34259.0,lucknow,Uttar Pradesh,1,1,0
USR10264,1,12910.67,12910.67,12910.67,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,MEDIUM,1.0,0.0,0.0,29708.0,Bengaluru,Karnataka,1,0,0
USR10270,1,8199.9,8199.9,8199.9,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10273,1,22701.38,22701.38,22701.38,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10276,1,22378.55,22378.55,22378.55,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10279,1,22194.96,22194.96,22194.96,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10286,1,0.1226706,0.1226706,0.1226706,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10288,1,11412.83,11412.83,11412.83,1,1,0,1,0,0.0,1.0,0.0,1.0,0.4655,0.0,0.0,1.0,VERIFIED,UNKNOWN,1.0,1.0,0.0,25270.0,jaipur,Rajasthan,1,1,0
USR10294,1,23537.44,23537.44,23537.44,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10295,1,18552.46,18552.46,18552.46,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10301,1,23384.2,23384.2,23384.2,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10303,1,10374.25,10374.25,10374.25,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10317,1,20149.58,20149.58,20149.58,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,32899.0,HYDERABAD,Telangana,1,1,0
USR10322,1,408.48,408.48,408.48,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10325,1,0.747411,0.747411,0.747411,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10326,1,8343.09,8343.09,8343.09,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,LOW,1.0,1.0,0.0,-10057.0,Amritsar,Punjab,1,0,0
USR10330,1,24348.78,24348.78,24348.78,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10342,1,12275.27,12275.27,12275.27,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,UNKNOWN,1.0,1.0,0.0,34469.0,lucknow,Uttar Pradesh,1,1,0
USR10347,1,13643.61,13643.61,13643.61,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,HIGH,1.0,1.0,0.0,12979.0,chennai,Tamil Nadu,1,1,1
USR10349,1,3044.34,3044.34,3044.34,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,0.45629,Mumbai,Maharashtra,1,1,0
USR10352,2,22999.199999999997,11499.599999999999,11499.599999999999,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10358,2,15541.923048999999,7770.9615244999995,7770.9615244999995,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10363,1,5975.13,5975.13,5975.13,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,UNKNOWN,1.0,1.0,0.0,16604.0,jaipur,Rajasthan,1,1,0
USR10364,2,10464.996142099999,5232.498071049999,5232.498071049999,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10365,1,10346.98,10346.98,10346.98,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10366,1,7052.81,7052.81,7052.81,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10369,1,8814.65,8814.65,8814.65,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,,Jalandhar,Punjab,1,1,0
USR10373,1,16722.14,16722.14,16722.14,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10378,2,18720.120000000003,9360.060000000001,9360.060000000001,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10382,1,1117.86,1117.86,1117.86,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,16913.0,LDH,Punjab,1,1,0
USR10385,1,0.1040056,0.1040056,0.1040056,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10391,1,21550.55,21550.55,21550.55,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10393,1,11108.38,11108.38,11108.38,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,HIGH,1.0,1.0,0.0,56752.0,DELHI,Delhi,1,1,1
USR10396,1,3323.03,3323.03,3323.03,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10400,2,34807.81,17403.905,17403.905,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10402,2,5293.51,2646.755,2646.755,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10411,1,0.1637664,0.1637664,0.1637664,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10415,1,20519.2,20519.2,20519.2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10421,1,11190.02,11190.02,11190.02,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10422,1,21578.95,21578.95,21578.95,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10428,1,23216.48,23216.48,23216.48,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10435,1,23559.16,23559.16,23559.16,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10436,1,18953.43,18953.43,18953.43,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,17883.0,Jalandar,Punjab,1,1,0
USR10437,1,13307.52,13307.52,13307.52,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10440,1,1314.1,1314.1,1314.1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10441,1,18736.74,18736.74,18736.74,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10446,1,14268.33,14268.33,14268.33,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,0.0,1.0,0.0,34997.0,New Delhi,Delhi,1,1,0
USR10448,1,8478.13,8478.13,8478.13,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,0.0,1.0,0.0,53296.0,bengaluru,Karnataka,1,1,0
USR10449,1,5619.77,5619.77,5619.77,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10452,1,310.0,310.0,310.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10453,1,19466.04,19466.04,19466.04,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10459,1,16058.82,16058.82,16058.82,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10465,1,8173.69,8173.69,8173.69,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10471,1,3515.72,3515.72,3515.72,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10473,1,9522.9,9522.9,9522.9,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10478,1,10158.0,10158.0,10158.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,17575.0,ASR,Punjab,1,1,0
USR10484,1,12842.92,12842.92,12842.92,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10485,1,4011.6,4011.6,4011.6,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10487,1,0.330086,0.330086,0.330086,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,0.0,0.0,29347.0,MUMBAI,Maharashtra,1,1,0
USR10490,1,19209.22,19209.22,19209.22,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10495,1,19795.4,19795.4,19795.4,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10497,1,5964.18,5964.18,5964.18,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10503,1,17599.39,17599.39,17599.39,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10504,2,48894.57,24447.285,24447.285,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,41245.0,kolkata,West Bengal,1,1,0
USR10508,1,10901.63,10901.63,10901.63,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,MEDIUM,1.0,1.0,0.0,27170.0,Poona,Maharashtra,1,0,0
USR10525,1,8537.7,8537.7,8537.7,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10529,1,9741.23,9741.23,9741.23,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,36463.0,Ludhiana,Punjab,1,1,0
USR10533,1,9772.11,9772.11,9772.11,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10535,1,0.984227,0.984227,0.984227,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10549,1,21986.64,21986.64,21986.64,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNDER_REVIEW,MEDIUM,1.0,1.0,0.0,21193.0,ASR,Punjab,1,0,0
USR10560,1,9783.4,9783.4,9783.4,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,0.0,1.0,0.0,23458.0,Bengaluru,Karnataka,1,1,0
USR10561,1,12847.56,12847.56,12847.56,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,REJECTED,LOW,1.0,1.0,0.0,9691.0,Mumbai,Maharashtra,1,0,0
USR10563,1,7395.86,7395.86,7395.86,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10564,1,8498.56,8498.56,8498.56,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10565,1,2991.3,2991.3,2991.3,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10569,1,8818.59,8818.59,8818.59,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10571,1,21343.86,21343.86,21343.86,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10572,2,7604.32,3802.16,3802.16,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10578,1,8187.0,8187.0,8187.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IN_PROGRESS,HIGH,0.0,1.0,0.0,10741.0,JPR,Rajasthan,1,0,1
USR10579,2,21405.486922,10702.743461,10702.743461,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,HIGH,1.0,0.0,0.0,0.24757,New Delhi,Delhi,1,1,1
USR10591,1,0.2495497,0.2495497,0.2495497,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10593,1,958.38,958.38,958.38,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,LOW,1.0,1.0,0.0,30342.0,ASR,Punjab,1,0,0
USR10599,1,11699.73,11699.73,11699.73,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,0.0,0.0,-62543.0,bengaluru,Karnataka,1,1,0
USR10603,1,-19709.0,-19709.0,-19709.0,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,0.45074,ludhiana,Punjab,1,1,0
USR10610,1,20068.06,20068.06,20068.06,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10614,1,0.942712,0.942712,0.942712,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10621,1,20542.71,20542.71,20542.71,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,0.0,0.0,-18061.0,Pune,Maharashtra,1,1,0
USR10624,1,23177.46,23177.46,23177.46,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,0.0,0.0,44508.0,ludhiana,Punjab,1,1,0
USR10627,1,22398.77,22398.77,22398.77,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10632,1,6432.08,6432.08,6432.08,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10637,1,10809.86,10809.86,10809.86,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,REJECTED,MEDIUM,1.0,1.0,0.0,33970.0,Hyd,Telangana,1,0,0
USR10643,1,13768.13,13768.13,13768.13,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10647,1,0.106832,0.106832,0.106832,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10648,1,22831.88,22831.88,22831.88,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,HIGH,1.0,1.0,0.0,44123.0,Poona,Maharashtra,1,0,1
USR10649,2,38948.130000000005,19474.065000000002,19474.065000000002,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR10651,1,4237.36,4237.36,4237.36,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAILED,MEDIUM,1.0,1.0,0.0,46134.0,Madras,Tamil Nadu,1,0,0
USR10652,1,9279.38,9279.38,9279.38,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,REJECTED,LOW,1.0,0.0,0.0,42475.0,Bangalore,Karnataka,1,0,0
